#Name Omega0 sigma8 WindEnergyIn1e51erg RadioFeedbackFactor VariableWindVelFactor RadioFeedbackReiorientationFactor OmegaBaryon HubbleParam n_s MaxSfrTimescale FactorForSofterEQS IMFslope SNII_MinMass_Msun ThermalWindFraction VariableWindSpecMomentum WindFreeTravelDensFac MinWindVel WindEnergyReductionFactor WindEnergyReductionMetallicity WindEnergyReductionExponent WindDumpFactor SeedBlackHoleMass BlackHoleAccretionFactor BlackHoleEddingtonFactor BlackHoleFeedbackFactor BlackHoleRadiativeEfficiency QuasarThreshold QuasarThresholdPower UVBH0beta UVBH0Deltaz UVBHepbeta UVBHepDeltaz SNIa_Rate_Norm SNIa_Rate_DTD_power SofteningComovingType01 seed
 SB35_1098 0.20644 0.94062 1.0785 2.6983 7.4878 14.115 0.059815 0.73138 0.99657 1.5894 0.53731 -1.9315 10.363 0.068511 3687.2 0.041514 249.9 0.28417 0.0013869 1.9632 0.96136 4.8696e-05 3.5202 0.32673 0.026356 0.39732 0.031505 0.87822 1.266 -1.147 0.47556 -0.06677 0.0015795 1.2566 1.0252 26098
 SB35_1099 0.30821 0.69404 3.6304 0.43551 4.1649 38.644 0.037399 0.60059 0.80351 4.4494 0.25663 -2.4224 5.2202 0.31285 1521.6 0.28642 439.81 0.15576 0.0023375 2.9198 0.40474 9.2178e-05 0.33863 2.5346 0.11955 0.1493 8.8398e-05 3.2723 7.178 -3.9676 1.9597 -0.66838 0.0008677 0.91323 2.6121 26099
 SB35_1100 0.36854 0.96268 9.6342 0.31381 5.224 22.562 0.066563 0.67451 1.0163 1.6071 0.74518 -2.4776  11.5 0.16574 1475.1 0.21164 361.91 0.23362 0.0018139 1.0479 0.64463 0.00021672 2.315 1.3088 0.16647 0.25478 0.012858 1.5234 0.73781 -3.5195 0.26191 -0.48791 0.001039 1.3481 1.8573 26100
 SB35_1101 0.26641 0.62159 2.0187 3.8468 9.2031 15.444 0.029088 0.65603 0.83415 2.2987 0.1795 -1.8763 4.107 0.033487 3327.4 0.017177 151.69 0.37822 0.0030407 2.069 0.38869 3.6877e-05 0.37611 0.94054 0.04766 0.11417 0.0002229 2.1384 2.6518 -1.3608 1.0113 -0.77701 0.0017475 0.94178 2.9457 26101
 SB35_1102 0.16715 0.81943 6.5468 0.5517 10.671 11.683 0.057361 0.48625 0.92555 3.6302 0.12008 -2.0991 9.9315 0.22235 2587.6 0.065743 284.63 0.088715 0.0043352 1.6747 0.86594 6.6206e-05 1.3247 5.0593 0.37356 0.075698 0.0035445 3.9707 2.0845 -0.25467 0.70087 -0.20119 0.0012783 1.0196 2.2533 26102
 SB35_1103 0.46819 0.76504 1.3775 1.4382 5.8431 32.693 0.039854 0.86762 1.1249 1.2707 0.49982 -2.7471 6.5426 0.097446 734.43 0.0082146   476 0.99812 0.00064306 2.6928 0.52265 0.00012093 0.85703 0.20718 0.081574 0.76747 0.0019678 0.36684 5.2833 -4.9334 2.6631 -0.5373 0.0014805 1.1559 1.2141 26103
 SB35_1104 0.46019 0.80202 11.048 0.41475 8.2993 16.775 0.032053 0.48023 1.1047 3.2174 0.47071 -2.5458 10.801 0.053284 2323.8 0.15843   546 0.25498 0.0054455 1.775 0.25736 0.00010627 0.94394 0.80632 0.17802 0.092963 0.0010846 0.49134 4.1361 -1.4678 0.85737 -0.92704 0.0013527 1.0708 1.2912 26104
 SB35_1105 0.16228 0.75706 3.3007 2.1377 3.7574 22.962 0.064547 0.84866 0.89458 1.1474 0.12535 -1.8004 5.6625 0.34193 470.85 0.022943 343.73 0.17363 0.00057051 2.8574 0.70152 5.6126e-05 1.2233 1.1224 0.035986 0.58522 0.002169 3.8462 0.473 -3.6469 3.5332 -0.34131 0.0010945 1.2336 2.3136 26105
 SB35_1106 0.26192 0.95817 4.0259 0.8718 6.5351 31.775 0.042505 0.69343 0.78911 1.8169 0.19063 -2.1713 8.3614 0.036423 1738.9 0.087514 219.96 0.65006 0.0016445 1.4009 0.42818 3.2479e-05 0.41527 0.18068 0.29415 0.22125 0.00029153 2.0129 8.0583 -4.7288 0.39693 -0.63362 0.0015358 1.2814 3.0082 26106
 SB35_1107 0.36093 0.60151 1.1947 1.3514 14.719 11.112 0.055031 0.66211 1.0101 2.5371 0.71391 -2.6825 7.2191 0.12814 3590.9 0.0061699 416.09 0.06797 0.003903 2.4823 0.98479 0.00018413 2.1557 4.4111 0.090724 0.12312 0.018669 1.6489 1.3668 -0.068646 1.6806 -0.094633 0.00088374 0.90868 1.986 26107
 SB35_1108 0.31309 0.93259 1.8002 1.9165 11.699 19.635 0.044507 0.7382 0.82293 1.4168 0.2335 -2.6273 9.499 0.24056 3419.4 0.014324 382.28 0.098837 0.0010573 1.6106 0.36526 0.00013923 0.32216 7.4686 0.054786 0.2841 0.00012879 3.3969 2.9061 -2.4333 0.31635 -0.81159 0.0010515 1.3138 2.7931 26108
 SB35_1109 0.21445 0.67669 8.6058 0.62491 5.3294 27.472 0.052091 0.61879 1.0267 4.0435 0.58041 -2.2265 6.1061 0.074921 1254.1 0.11474 178.33 0.89575 0.0025231 2.5065 0.62118 7.6242e-05 3.9728 0.17044 0.27358 0.18749 0.041065 0.7537 0.81589 -2.7548 1.2019 -0.46011 0.0017073 0.99626 1.047 26109
 SB35_1110 0.11448 0.87604 1.4788 2.8874 4.6121 37.972 0.03507 0.52333 1.1322 3.1842 0.38681 -1.9961 11.93 0.1803 518.27 0.031042 258.01 0.21887 0.0070786 1.2372 0.54921 4.2467e-05 0.51719 2.8993 0.034906 0.059767 0.00048652 1.1059 4.8356 -3.861 0.58736 -0.50247 0.0012622 1.0385 1.6279 26110
 SB35_1111 0.41266 0.73344 7.0208 0.27708 10.424 12.996 0.062467 0.80407 0.91746 2.2225 0.15586 -2.35 4.5415 0.025608 2682.7 0.383 455.6 0.40365 0.00074564 2.1302 0.89249 0.0002495 1.5959 0.37385 0.1118 0.44621 0.0049758 2.7439 1.8794 -1.0193 2.2683 -0.22924 0.0015242 1.146 3.5925 26111
 SB35_1112 0.44201 0.98604 1.7889 0.50146 4.3294 10.379 0.048694 0.75583 0.86082 2.4543 0.14825 -2.4547 6.8443 0.14991 1907.2 0.0093011 225.11 0.079719 0.0012698 1.274 0.3492 6.0874e-05 0.61995 7.6831 0.21944 0.08321 0.0039489 0.6136 0.87805 -4.0938 0.28455 -0.022717 0.0013722 1.3391 2.1599 26112
 SB35_1113 0.14334 0.62949 5.9955 1.5567 7.8523 28.423 0.051342 0.5747 1.0396 1.713 0.31038 -1.8992 9.7371 0.030128 3758.5 0.13252 435.32 0.5569 0.0021426 2.3585 0.69249 0.0001132 1.9137 0.10599 0.067752 0.71325 0.0014237 3.2207 2.2289 -0.62555 1.1727 -0.74948 0.0011805 0.9654 1.3832 26113
 SB35_1114 0.2434 0.83029 2.2044 0.34476 12.523 21.355 0.038363 0.56743 1.1451 1.2987 0.60934 -2.0749 4.2878 0.20439 2029.5 0.047812 502.58 0.14804 0.0061428 1.9017 0.56524 0.00019959 0.27168 1.9703 0.13868 0.28006 0.014324 2.889 1.7515 -2.0436 0.59828 -0.29185 0.0016115 1.0132 1.7791 26114
 SB35_1115 0.34155 0.78543 7.4186 3.5586 7.0411 14.938 0.060735 0.78645 0.95535 3.7063 0.2915 -2.7711 11.177 0.09008 179.24 0.33164 311.21 0.29764 0.00091508 2.9814 0.82118 3.458e-05 3.3492 0.48537 0.028064 0.1061 0.00016127 1.2773 6.2861 -2.9929 2.533 -0.94036 0.0009135 1.1769 3.3583 26115
 SB35_1116 0.3813 0.85392 4.7144 2.456 6.1131 12.284 0.031302 0.51034 1.0675 1.9822 0.86525 -2.5919 5.4163 0.042826 819.43 0.24402 290.29 0.48905 0.0047223 1.1095 0.22819 4.6518e-05 0.48993 0.68038 0.044806 0.35962 0.035097 3.5206 0.64701 -4.4954 0.83655 -0.15342 0.0009725 1.1018 1.168 26116
 SB35_1117 0.28336 0.71142 0.98758 0.47074 11.126 34.368 0.068733 0.84205 0.88247 2.7679 0.20787 -2.2541 10.055 0.10661  2983 0.019867 498.84 0.18151 0.00069968 2.0075 0.78481 8.3427e-05 2.5425 1.5668 0.14337 0.16157 6.396e-05 0.12571 3.6633 -0.46299 3.1783 -0.61443 0.0016667 1.2083 2.5037 26117
 SB35_1118 0.18303 0.91086 12.816 1.1779 8.8295  25.8 0.040774 0.70001 0.77701 4.1742 0.10369 -1.969 7.9809 0.064019 3242.4 0.056827 363.28 0.73932 0.0019736 1.7381 0.45737 0.00015213 0.79147 0.30776 0.073437 0.053497 0.010091 1.9835 1.0022 -1.8568 0.44326 -0.40674 0.0012395 1.2505 3.8511 26118
 SB35_1119 0.48201 0.65506 2.6955 0.76716 4.995 17.659 0.058325 0.63197 0.97301 1.4886 0.43045 -2.3849 8.6232 0.29073 1079.7 0.0071266 173.37 0.11918 0.0033122 2.6292 0.90154 2.5435e-05 1.026 3.9329 0.36637 0.54382 0.00057332 2.3698 9.0715 -3.4093 1.7118 -0.821 0.0014275 0.93395 1.5187 26119
 SB35_1120 0.48015 0.86618 1.1334 0.29429 12.138 15.406 0.041899 0.58226 0.89103 4.1201 0.65606 -1.8894 7.5996 0.044612 563.98 0.2663 184.74 0.13773 0.00071097 2.7645 0.85604 0.00015469 3.174 0.2383 0.033704 0.079504 0.0012894 3.7305 3.2439 -3.815 1.8051 -0.036437 0.0010663 1.2404 2.3753 26120
 SB35_1121 0.17824 0.72435 3.8104 3.0708 5.6018 21.089 0.054388 0.75128 1.1089 1.4442 0.273 -2.4567 8.9919 0.10124 2726.8 0.018367 376.08 0.32225 0.0067881 1.8684 0.51184 2.8806e-05 0.25708 3.2873 0.11768 0.67784 0.002346 0.12336 0.60383 -0.99204 0.43805 -0.70066 0.0017185 0.92766 1.256 26121
 SB35_1122 0.27877 0.92212 3.3215 0.61361 4.5767 29.094 0.032659 0.79099 1.0003 2.1811 0.13676 -2.7652 5.035 0.060825 3498.7 0.053703 461.8 0.075229 0.0024065 2.3879 0.63341 5.0788e-05 1.9747 0.61181 0.057688 0.26725 0.00034132 1.7675 9.251 -2.3913 3.2889 -0.27426 0.0012493 1.0973 1.9525 26122
 SB35_1123 0.38002 0.6686 11.212 1.8843 9.633 10.175 0.065189 0.55985 0.79962 3.1239 0.3278 -2.0887 10.423 0.3027  1335 0.0076085 251.6 0.58564 0.0010137 1.4948 0.37685 8.7873e-05 0.6407 1.5071 0.26407 0.10069 0.019361 2.3793 1.1892 -2.7333 0.77677 -0.98524 0.0015078 1.2001 3.0556 26123
 SB35_1124 0.34634 0.99967 6.2377  1.38 8.5585 18.026 0.034348 0.83362 1.0372 1.1759 0.11239 -2.2835 4.1711 0.144 1663.7 0.0099752 349.82 0.73416 0.0037428   2.6 0.97291 0.00021013 1.0832 2.1887 0.30464 0.35115 0.00013745 0.63548 2.5041 -4.7833 2.4563 -0.17098 0.0013416 1.0049 1.075 26124
 SB35_1125 0.24526 0.64066 1.3107 0.88911 3.9737 25.223 0.061937 0.51558 0.81313 3.2962 0.4076 -2.5704 11.31 0.031705 3513.8 0.12468 539.7 0.12094 0.0015681 1.5175 0.41703 3.7739e-05 0.83488 0.50401 0.08619 0.15691 0.049477 3.0304 0.94734 -0.10691 0.64645 -0.56946 0.0010798 1.1725 2.7164 26125
 SB35_1126 0.14462 0.84331 10.084 2.0072 6.4628 34.779 0.045229 0.62676 0.92172 2.4756 0.80361 -2.4025 6.7276 0.21527 2274.1 0.044404 422.4 0.4717 0.00054693 2.2242 0.73762 6.8818e-05 2.4593 9.8892 0.16906 0.052161 0.00051135 2.8601 6.1218 -1.5207 1.1097 -0.39312 0.0015523 1.3328 3.5325 26126
 SB35_1127 0.4466 0.7976 2.1274 0.38892 13.648 11.903 0.05262 0.70848 1.1286 1.7735 0.22196 -1.9436 9.8704 0.086459 422.92 0.3603 213.87 0.18682 0.0051938 1.1426 0.29429 0.00011489 0.47431 0.12637 0.037282 0.52745 0.0057483 1.4737 1.4838 -3.677 0.28738 -0.86985 0.00089677 0.95524 1.6533 26127
 SB35_1128 0.4237 0.94375 8.3505 0.7223 5.8091 11.305 0.038853 0.85357 1.0493 2.7008 0.17705 -1.8608 11.548 0.2532 3167.1 0.015364 492.75 0.70191 0.0031848 2.2654 0.93764 4.1633e-05 2.0845 2.5982 0.075645 0.096374 0.0047259 3.3521 0.69251 -1.7562 2.2952 -0.88211 0.00098377 1.0322 1.4048 26128
 SB35_1129 0.12259 0.69033 2.4871 1.1076 10.737 30.959 0.061496 0.47225 0.85023 1.9348 0.76231 -2.4931 4.9093 0.071957 1002.6 0.10796 296.59 0.063066 0.0018869 1.3675 0.49431 0.00021957 0.40216 0.36166 0.34617 0.61002 0.0015092 0.9972 2.8274 -3.2902 0.557 -0.35884 0.0016815 1.1359 2.1238 26129
 SB35_1130 0.22197 0.8882 5.1163 0.47942 9.5659 23.316 0.048204 0.67006 0.95882 1.5256 0.51021 -2.7313 9.1166 0.17307 769.7 0.028832 167.07 0.26887 0.00067258 2.8869 0.77292 0.00012706 1.2919 5.8288 0.042322 0.22907 0.016436 1.1431 2.0237 -4.3909 1.2944 -0.68249 0.001223 1.3056 3.2662 26130
 SB35_1131 0.32393 0.74647 1.5137 2.4979 5.0276 16.309 0.050581 0.68849 1.1408 4.2764 0.11869 -2.1148 6.4738 0.026967 2935.1 0.41615 369.38 0.16429 0.0045162 1.9958 0.21703 7.2136e-05 0.99536 0.1423 0.14773 0.12815 0.00016837 2.507 5.4381 -0.33799 0.3057 -0.080978 0.0014146 0.99189 1.8268 26131
 SB35_1132 0.35282 0.81494 2.8411 3.4848 4.1002 13.376 0.041457 0.61474 0.87814 1.6811 0.35686 -2.1856 8.2457 0.050591 2075.2 0.17292 428.92 0.2215 0.00087489 2.101 0.83341 3.0682e-05 1.6474 0.2323 0.13463 0.30098 0.037707 0.25956 0.56105 -2.1552 1.5553 -0.76281 0.0013575 1.277 2.5432 26132
 SB35_1133 0.25088 0.76933 13.54 0.33805 7.6033 37.421 0.058892 0.74548 1.071 2.4078 0.1646 -2.6605 7.3533 0.35626 223.38 0.021215 231.3 0.39975 0.0059067 1.0166 0.57683 0.00016779 0.53431 5.3014 0.029701 0.1997 7.5526e-05 3.9027 4.2297 -3.1206 0.40933 -0.47379 0.0011693 0.90044 1.1484 26133
 SB35_1134 0.15143 0.97169 0.98145 1.6578 13.485 28.178 0.030621 0.7968 0.9624 3.7766 0.2514 -2.3129 10.685 0.037917 1986.5 0.082717 305.01 0.10201 0.0020491 2.7231 0.65604 9.3459e-05 3.7637 0.90077 0.23232 0.063228 0.010395 2.238 1.2759 -4.2068 3.4986 -0.54738 0.0016245 1.0607 1.4773 26134
 SB35_1135 0.45266 0.61278 4.6455 0.53475 7.1302 19.286 0.068166 0.52739 0.78674 1.3238 0.54358 -2.041 5.7968 0.12176 3839.4 0.0065883 508.98 0.86631 0.0012207 1.6436 0.31182 5.4985e-05 0.30494 1.1615 0.065754 0.47468 0.00066675   1.6 7.1166 -0.76154 0.90602 -0.21162 0.00093005 1.2273 3.9537 26135
 SB35_1136 0.46966 0.95121 2.3169 2.2052 10.044 39.239 0.055928 0.81499 0.84268 3.368 0.56744 -2.242 9.5473 0.15833 1218.9 0.22993 463.17 0.287 0.0026265 2.8281 0.47087 6.2288e-05 0.32856 4.5443 0.10138 0.056108 0.00036999 1.7255 3.1265 -2.8378 2.7462 -0.32402 0.00099981 1.0297 3.6925 26136
 SB35_1137 0.17156 0.60787 7.7868 0.35978 4.7883 13.724 0.043474 0.5342 1.0576 1.2027 0.23676 -2.6118 6.9084 0.034678 3071.9 0.015953 273.29 0.15394 0.0011082 1.8051 0.9142 0.00010975 3.4022 0.19907 0.031675 0.47968 0.0064038 2.1126 0.75894 -1.8911 0.64863 -0.91015 0.0016378 1.1622 1.4525 26137
 SB35_1138 0.2714 0.80735 1.6974 1.2543 5.3561    19 0.065514 0.60789 1.1522 1.8915 0.1577 -2.3657 11.115 0.23037 2842.9 0.06185 190.4 0.63002 0.00077731 2.4493 0.2436 0.00018965 0.57749 1.0146 0.25908 0.37772 9.9445e-05 3.7782 4.9032 -0.79038 1.0688 -0.11555 0.0012105 1.3526 1.123 26138
 SB35_1139 0.37021 0.75232 5.7276 0.96235 11.645 26.015 0.03295 0.72735 0.94815 2.6448 0.37898 -1.9804 4.4727 0.093037 990.8 0.0088097 398.93 0.070274 0.0074086 1.4332 0.79948 3.5949e-05 1.5007 0.78704 0.051916 0.1427 0.055122 0.38408 1.8521 -4.2561 0.25933 -0.65469 0.0014548 0.95008 2.3881 26139
 SB35_1140 0.30381 0.88334 12.21 0.67503 14.313 33.531 0.063512 0.65109 1.0856 1.3518 0.12822 -1.9096 10.245 0.049324 5.8896 0.011501 402.66 0.095597 0.00050248 2.5384 0.55028 4.7545e-05 0.88767 0.42102 0.095807 0.24719 0.00024695 2.6325 3.9057 -3.2617 1.8583 -0.43903 0.0014013 1.2649 1.7154 26140
 SB35_1141 0.20497 0.72594 2.5646 1.7408 6.7184 11.476 0.035889 0.68246 0.86439 3.8631 0.46422 -2.4365 5.3524 0.11253 2171.6 0.1442 211.32 0.92424 0.0047634 1.5789 0.80684 8.0792e-05 1.3658 3.0256 0.31042 0.11135 0.02157 1.0176 0.50128 -1.7067 0.48121 -0.79067 0.0011533 0.91766 3.194 26141
 SB35_1142 0.10521 0.92679 4.9348 0.26786 3.8212 15.896 0.052911 0.85966 0.76986 3.0543 0.70559 -2.792 8.6842 0.066168 3930.9 0.038382 325.02 0.24686 0.0034327 2.1609 0.33526 0.00014505 0.3556 0.16257 0.039685 0.073538 0.00093294 0.8727 7.6839 -0.62044 2.9005 -0.24613 0.0015843 1.1174 2.0882 26142
 SB35_1143 0.40319 0.68269 1.0408 3.3193 8.158 22.236 0.045554 0.49118 0.98012 2.1346 0.19457 -2.0619 7.7958 0.32745 1766.1 0.31258 535.22 0.35862 0.0014406 1.2062 0.67947 2.6531e-05 2.1987 6.657 0.19618 0.74965 0.0026135 3.4766 1.4324 -4.6554 0.76341 -0.51976 0.00094257 1.1946 1.3119 26143
 SB35_1144 0.42648 0.83533 4.2657 1.5421 4.8056 24.448 0.059287 0.64607 1.0977 2.3558 0.20547 -2.2076 5.5985 0.05622 2510.3 0.01328 157.9 0.083827 0.00061667 2.3271 0.53527 0.0001012 0.42181 0.43293 0.38688 0.068358 0.0075179 1.3492 0.65165 -0.23342 1.5334 -0.72828 0.0010226 1.2977 1.5441 26144
 SB35_1145 0.12762 0.7802 1.271 0.59072 9.1745  17.1 0.036678 0.71415 0.90149 1.6464 0.88325 -2.6384 10.991 0.3937 659.41 0.093658 355.51 0.52566 0.0041336 1.3062 0.87949 5.8471e-05 2.6073 1.8795 0.077497 0.4292 0.0007425 2.9846 3.6399 -4.8912 0.36217 -0.0019211 0.0017346 0.89424 3.4733 26145
 SB35_1146 0.22787 0.97958 10.455 3.7518 11.191 12.964 0.049656 0.82798 0.80696 1.2399 0.44035 -2.3377 7.0341 0.041011 1427.4 0.033244 482.39 0.12905 0.002915 2.9502 0.35029 3.3164e-05 0.74027 0.11062 0.1581 0.3254 0.027271 3.1558 1.0986 -3.4919 3.8352 -0.95738 0.0012895 1.0846 2.6564 26146
 SB35_1147 0.32583 0.63614 3.0941 0.30563 6.0755 35.491 0.047245 0.49621 0.99223 3.5434 0.10228 -2.0163 8.4225 0.13239 3277.4 0.48131 278.42 0.34397 0.0017301 1.9322 0.60686 0.00017814 1.1394 8.6586 0.049376 0.18057 8.4103e-05  0.51 8.2693 -1.3152 0.93064 -0.30902 0.0014953 1.218 1.0095 26147
 SB35_1148 0.39702 0.90477  1.39 0.44533 6.8594 20.666 0.056716 0.77244 0.82979 2.0621 0.314 -1.8215 6.1699 0.27678 3731.1 0.19915 320.04 0.42317 0.0022288 2.0374 0.44358 0.00013243 0.6885 3.835 0.025449 0.21296 0.011887 2.2548 0.85437 -1.1768 2.0669 -0.59726 0.0013256 1.0531 2.8692 26148
 SB35_1149 0.29889 0.66057 6.6262 2.7631 12.859 14.146 0.039247 0.55338 1.0197 2.8835 0.14522 -2.5325 9.3089 0.079106 1567.5 0.024565 516.2 0.20821 0.00133 1.0799 0.99947 7.934e-05 1.7898 0.27808 0.12584 0.14091 0.00018749 1.892 2.2924 -4.0208 0.5352 -0.1364 0.0011235 1.1294 1.9094 26149
 SB35_1150 0.19875 0.86171 1.9204 0.77658 7.9762 10.726 0.067206 0.58868 1.1143 4.3667 0.28494 -2.6927 4.7268 0.18616 331.7 0.071419 445.92 0.78325 0.00095328 2.6618 0.27085 4.3508e-05 0.27858 1.7254 0.064159 0.089594 0.0034178 0.24886 1.6404 -2.6071 1.3028 -0.8418 0.0015648 1.3291 1.2349 26150
 SB35_1151 0.49754 0.70421 9.0937 1.0027 4.2636 30.015 0.029695 0.76986 0.93526 1.5593 0.61777 -2.1534 11.87 0.028852 2494.2 0.0057222 243.61 0.11334 0.0064248 1.7053 0.71419 0.0002422 2.8838 0.70024 0.20794 0.67076 0.0016807 3.605 6.707 -2.2831 0.34291 -0.42794 0.00085656 0.98279 2.2183 26151
 SB35_1152 0.49938 0.96636 1.4525 0.98939 8.6579 19.486 0.050221 0.70138 0.77068 2.2147 0.8957 -2.1783 10.173 0.1342 162.61 0.07458 282.32 0.14652 0.00055737 1.0861 0.91711 8.0188e-05 0.25849 0.35467 0.054423 0.11532 0.0021358 0.77891 0.48623 -2.3101 1.0387 -0.27244 0.0014356 1.2791 1.2502 26152
 SB35_1153 0.19808 0.62457 6.9147 1.2913 3.9281 27.86 0.047629 0.63217 0.97935 3.0925 0.20102 -2.6678 5.2842 0.041794 2014.9 0.0052375 478.35 0.30112 0.0053195 2.0466 0.47305 4.8045e-05 3.191 2.5488 0.24652 0.25737 0.0010537 3.383 4.0284 -2.6532 0.26896 -0.99883 0.0012301 0.90573 2.3393 26153
 SB35_1154 0.29805 0.82191 1.8378 0.36492 6.2511 37.037 0.059337 0.51015 1.0864 4.1179 0.10011 -2.3046 8.7408 0.38424 3775.1 0.18664 357.96 0.080398 0.0038128 1.7146 0.79423 2.6343e-05 0.64412 0.13959 0.0302 0.77632 0.019095 2.7261 1.3376 -4.0525 2.6188 -0.042372 0.0016745 1.0736 3.0415 26154
 SB35_1155 0.39981 0.76843 8.7142 2.2397 14.11 13.528 0.036948 0.84069 0.86364 1.4685 0.44538 -2.0493 7.8484 0.054568 1921.9 0.026923 155.58 0.54981 0.0016066 2.6683 0.23752 0.00014664 1.9856 5.7162 0.10664 0.076565 0.00030222 1.1116 8.2242 -1.2283 0.68931 -0.69076 0.00096265 1.237 1.9229 26155
 SB35_1156 0.32733 0.89985 4.0877 3.2806 12.263 16.12 0.067668 0.56528 1.1514 2.5286 0.14313 -1.8545 9.6195 0.029723 1063.1 0.035296 246.04 0.7478 0.0024664 1.2974 0.81175 0.00010905 0.83017 5.3937 0.18866 0.49681 0.042645 3.8719 0.79913 -1.2883 3.0824 -0.40296 0.00090893 1.0421 2.7626 26156
 SB35_1157 0.2252 0.74088 1.2163 0.26438 5.5445 23.55 0.030181 0.78391 0.94901 1.7649 0.32114 -2.4994 6.9767 0.19076 3227.7 0.43329 443.73 0.118 0.0010337 2.3195 0.55591 6.3014e-05 1.0776 0.23628 0.041147 0.05843 0.00013195 0.47798 2.9684 -3.4457 0.72803 -0.86385 0.0016174 1.1484 1.0814 26157
 SB35_1158 0.12556 0.9431 10.911 1.6882 4.4332 31.322 0.05691 0.75838 0.84198 1.1687 0.63078 -2.722 11.059 0.077617 2999.7 0.012661 519.93 0.48277 0.00072895 1.9252 0.67691 3.5735e-05 0.47187 1.1814 0.32293 0.1478 0.0048259 1.6317 1.9303 -4.8595 1.9273 -0.15745 0.0011763 1.3106 1.6815 26158
 SB35_1159 0.42659 0.69743 3.2333 0.65376 9.9448 11.193 0.039377 0.57686 1.0585 3.3353 0.28189 -2.1241  4.42 0.27307 834.05 0.1009 316.08 0.18317 0.0069197 2.9423 0.33353 0.00019195 2.4454 0.91645 0.092327 0.39335 0.00047829 2.019 4.7057 -0.18189 0.46769 -0.57134 0.0013786 0.99428 3.5534 26159
 SB35_1160 0.40623 0.84403 12.76 0.30373 4.1416 12.043 0.06561 0.52196 1.1135 1.516 0.24171 -2.2752 6.2228 0.095336 3574.3 0.040769 390.33 0.65582 0.0020097 1.5871 0.87692 7.8795e-05 0.39565 3.3492 0.047102 0.13458 0.0013722 0.15519 2.1701 -4.6284 3.7381 -0.67671 0.0015148 1.0112 2.0911 26160
 SB35_1161 0.10412 0.79045 2.6764 3.7235 7.5275 34.433 0.033177 0.80387 0.93613 4.3265 0.56129 -2.5787 9.3656 0.23733 1724.3 0.28135 198.86 0.067084 0.0011912 2.5456 0.53354 0.00013389 2.0511 0.24286 0.16615 0.20229 0.0038575 3.511 0.90228 -0.57429 0.96797 -0.090603 0.0012704 1.1737 1.3984 26161
 SB35_1162 0.20445 0.98809 4.7223 0.56983 13.064 24.929 0.056448 0.73839 0.82909 2.7582 0.37345 -2.3952 4.6583 0.034213 487.48 0.010964 263.23 0.25244 0.00085841 1.2137 0.61177 0.00024034 0.97941 1.5359 0.081283 0.64066 0.00016614 2.3485 6.4179 -1.675 1.4586 -0.88419 0.0016974 1.3415 1.7987 26162
 SB35_1163 0.30551 0.64619 0.99734 1.4855 7.3604 18.207 0.0439 0.62015 1.0206 1.9251 0.16126 -1.9509 11.797 0.15535 2338.5 0.15542 473.36 0.17559 0.0057618 2.1692 0.35593 4.3962e-05 1.2709 0.62333 0.3678 0.085107 0.014559 1.9856 1.7147 -3.2102 0.38391 -0.34509 0.0010592 0.96906 3.2514 26163
 SB35_1164 0.37047 0.91522 2.2201 1.0362 5.8761 10.07 0.053215 0.69558 0.80778 3.7751 0.45445 -1.8801 5.5457 0.3337  2666 0.064578 525.14 0.21613 0.00065679 1.7984 0.99423 5.8135e-05 0.5432 0.4958 0.21622  0.41 6.5114e-05 3.2497 3.7432 -4.283 1.381 -0.56119 0.00088969 1.2539 1.1552 26164
 SB35_1165 0.26919 0.66945 7.4514 0.80361 10.614 29.425 0.04557 0.66464 0.99146 1.3463 0.1297 -2.466 10.934 0.067073 503.66 0.008067 335.33 0.40721 0.0044325 2.8184 0.4375 0.00010243 1.674 2.1525 0.061878 0.064949 0.036219 0.60352 0.63396 -0.83656 0.32619 -0.20958 0.0015312 0.93664 2.5859 26165
 SB35_1166 0.16913 0.87158 1.7714 2.7867 9.255 21.308 0.063862 0.47769 1.0985 1.7073 0.19734 -2.7589 7.1025 0.10922 1270.7 0.21557 202.55   0.1 0.0031089 1.4243 0.7171 0.00017697 0.30986 0.12428 0.12096 0.17249 0.00055913 1.2555 8.8246 -1.9227 2.1499 -0.75311 0.0011009 1.0988 3.9774 26166
 SB35_1167 0.47092 0.7125 5.9853 0.44974 5.1965 15.232 0.036487 0.84651 0.90075 2.384 0.69039 -2.095 8.4949 0.048139 3434.1 0.017482 411.2 0.88657 0.0018527 2.4433 0.27302 3.3548e-05 3.8264 9.7282 0.026408 0.30917 0.0097092 2.8907 1.029 -2.8894 0.52166 -0.47951 0.0013486 1.2061 1.502 26167
 SB35_1168 0.4504 0.85144 2.969 1.8546 14.797 29.626 0.047919 0.48411 0.91939 1.8856 0.77182 -1.8278 4.2238 0.026174 1506.9 0.08587 367.14 0.28129 0.0035005 1.0245 0.50698 3.8003e-05 3.3835 1.8438 0.27383 0.16345 0.0066701 2.7662 0.98584 -0.71035 3.0948 -0.11767 0.0014742 1.0507 1.4748 26168
