#Name Omega0 sigma8 WindEnergyIn1e51erg RadioFeedbackFactor VariableWindVelFactor RadioFeedbackReiorientationFactor OmegaBaryon HubbleParam n_s MaxSfrTimescale FactorForSofterEQS IMFslope SNII_MinMass_Msun ThermalWindFraction VariableWindSpecMomentum WindFreeTravelDensFac MinWindVel WindEnergyReductionFactor WindEnergyReductionMetallicity WindEnergyReductionExponent WindDumpFactor SeedBlackHoleMass BlackHoleAccretionFactor BlackHoleEddingtonFactor BlackHoleFeedbackFactor BlackHoleRadiativeEfficiency QuasarThreshold QuasarThresholdPower UVBH0beta UVBH0Deltaz UVBHepbeta UVBHepDeltaz SNIa_Rate_Norm SNIa_Rate_DTD_power SofteningComovingType01 seed
 SB35_1169 0.15174 0.70803 14.131 0.60477 6.4984 10.819 0.050545 0.86509 1.131 2.6972 0.17349 -2.5261 11.367 0.16891 3670.5 0.0060661 169.46 0.15761 0.0014765 2.108 0.85035 0.00020782 0.32681 0.42458 0.055492 0.36383 0.0004293  1.38 2.4069 -4.1748 0.81451 -0.64091 0.0012825 1.1244 3.7095 26169
 SB35_1170 0.25219 0.90719 0.93919 2.9818 3.7774 14.331 0.038523 0.67706 1.0349 3.4112 0.11599 -2.7019 6.6592 0.073331 2429.9 0.16119 292.66 0.61451 0.00051222 1.6512 0.37937 0.00011577 1.4927 8.4915 0.11343 0.54944 0.058939 0.72902 1.5647 -3.0741 1.7405 -0.31827 0.0017416 1.3166 2.4248 26170
 SB35_1171 0.35034 0.65209 4.4515 0.28615 8.2527 20.488 0.060878 0.65818 0.81549 1.194 0.51687 -2.1441 9.7981 0.25666 267.17 0.023377 496.51 0.071606 0.0048839 2.7319 0.6352 6.8114e-05 0.57433 0.10851 0.035067 0.054045 0.00011844 3.1242 5.8038 -2.1286 0.45071 -0.91975 0.0010436 0.9729 1.1282 26171
 SB35_1172 0.3229 0.98357 8.0017 0.40144 10.369 35.81 0.030505 0.73275 1.0027 3.0269 0.16266 -2.2149 7.5468 0.12013 719.75 0.030518 504.89 0.089717 0.00079612 1.361 0.41407 2.8976e-05 1.3735 0.28284 0.035472 0.70602 0.026392 1.8611 0.56472 -0.38921 1.1418 -0.23647 0.00087761 1.288 3.1753 26172
 SB35_1173 0.22496 0.6261  2.38 2.069 4.6382  12.8 0.067958 0.60079 0.79734 2.1654 0.36399 -2.6311 8.9352 0.037204  2571 0.37579 308.85 0.98807 0.0075499 2.2561 0.97078 0.00015282 0.89226 3.9017 0.17718 0.082358 0.00027129 2.473 3.467 -4.4229 0.27709 -0.52545 0.0015719 0.88145 1.6867 26173
 SB35_1174 0.12424 0.82662 5.3392 0.90049 5.3013 16.948 0.040917 0.54128 0.89343 1.3767 0.55651 -2.3459 5.1034 0.36506  3342 0.014594 229.05 0.23058 0.002691 1.9866 0.29959 8.8445e-05 2.2101 0.71241 0.090639 0.10487 0.0029519 3.6365 1.1517 -3.3367 2.5757 -0.45287 0.0011165 1.0793 1.3042 26174
 SB35_1175 0.42323 0.78246 1.5818 1.3958 11.765 24.76 0.058484 0.80956 1.1066 3.8542 0.24804 -2.008 10.496 0.052118 1491.7 0.11673 431.43 0.38162 0.0011289 2.8807 0.74365 5.0212e-05 0.35762 1.7549 0.29042 0.27684 0.00094582 0.029709 9.5565 -1.7828 0.6083 -0.7886 0.0013044 1.2158 2.0532 26175
 SB35_1176 0.44398 0.93546 6.5181 2.5921 7.0808 22.037 0.032218 0.76445 0.96483 1.263 0.27945 -1.9189 8.1734 0.297 2231.9 0.046993 261.87 0.085818 0.00093562 1.5235 0.4996 0.00016906 2.6502 0.20287 0.14246 0.18967 0.00077309 2.1445 4.5068 -3.7282 1.2211 -0.96334 0.0014477 1.2589 3.489 26176
 SB35_1177 0.14607 0.68046 1.3678 0.49683 12.457 16.099 0.064685 0.59577 0.78445 3.5357 0.6472 -2.4273 7.285 0.06001 66.629 0.3255 451.68 0.51518 0.0062739 2.6089 0.94367 3.0362e-05 0.42868 4.6299 0.043997 0.28742 0.0087191 1.5062 0.52631 -1.5527 0.32137 -0.29909 0.0011894 0.91618 1.5682 26177
 SB35_1178 0.24532 0.87932 9.6504 1.1156 7.8966 11.579 0.041725 0.54631 0.88055 2.335 0.32388 -2.7984 10.742 0.1043 1830.8 0.0094795 384.66 0.13151 0.0021884 1.1523 0.21408 5.5375e-05 1.158 0.80185 0.35913 0.45082 9.0036e-05 0.35348 7.3292 -0.15336 2.2066 -0.7265 0.0016589 1.1083 1.014 26178
 SB35_1179 0.34433 0.73601 2.0386 0.72656 4.3065 33.109 0.054239 0.77788 1.0687 1.6705 0.13948 -2.0555 5.8495 0.045714 3995.2 0.13479   176 0.33553 0.0012983 2.2309 0.7708 9.2449e-05 0.75245 1.0339 0.072707 0.060379 0.032523 3.9964 1.2395 -4.8099 0.57146 -0.015485 0.0010068 1.1811 2.698 26179
 SB35_1180 0.3793 0.80489 1.0861 0.52933 4.967 26.357 0.044645 0.50328 0.9565 4.4219 0.39838 -2.2503 11.62 0.084381 3011.4 0.055773 222.27 0.45244 0.0028446 1.8601 0.57935 0.00022098 1.7605 2.9755 0.069109 0.57928 0.00022973 1.237 2.7095 -2.682 3.5895 -0.82829 0.00094958 1.016 1.8779 26180
 SB35_1181 0.28066 0.76083 3.6464 1.6432 8.8763 18.837 0.052256 0.82254 1.1431 1.5478 0.11388 -2.6036 4.9776 0.20895 1158.4 0.0070044 413.73 0.19542 0.0016969 2.757 0.83519 4.1152e-05 0.67758 0.41418 0.22167 0.092012 0.013073 2.6007 0.72286 -2.3594 0.87107 -0.42979 0.0016053 1.1535 2.8521 26181
 SB35_1182 0.18108 0.96144 3.4661 0.32657 11.064 13.546 0.034278 0.71957 1.047 2.0555 0.22476 -2.373  9.06 0.032139 926.43 0.2482 549.95 0.83341 0.00060155 1.4876 0.30696 7.2566e-05 2.838 6.5488 0.028244 0.12169 0.0018973 3.2585 5.1401 -0.94555 1.635 -0.60714 0.0011322 1.3513 2.1817 26182
 SB35_1183 0.47926 0.60408 11.716 3.371 6.1455 39.578 0.061687 0.63898 0.85259  2.94 0.78757 -1.9731 6.4211 0.14675 2778.4 0.020247 339.83 0.10586 0.0040558 2.3797 0.65035 0.00012555 0.27402 0.15988 0.14122 0.21871 0.0034641 0.90344 2.1404 -3.7884 0.38615 -0.13038 0.0013942 0.94376 1.2275 26183
 SB35_1184 0.48366 0.81872 4.9265 1.3071 9.6865 32.346 0.037761 0.58771 1.1329 2.1244 0.30332 -2.4839 9.4267 0.088392 3262.7 0.052739 302.66 0.13021 0.0011806 2.014 0.70486 7.7168e-05 0.71105 6.2995 0.087488 0.19744 0.0062611 1.012 0.77464 -3.3628 0.41616 -0.97703 0.00086075 1.3581 3.8137 26184
 SB35_1185 0.18255 0.7722 1.0306 0.84211 4.553 11.812 0.060391 0.76928 0.91662 2.9706 0.15017 -1.87 6.0378 0.20163 1410.9 0.0074741 511.29 0.3395 0.0027981 1.119 0.26143 0.00013839 1.0989 0.14376 0.30581 0.29755 0.00035688 2.6504  3.06 -1.83 1.5811 -0.2503 0.0015585 0.95439 1.4365 26185
 SB35_1186 0.28232 0.97427 12.264 2.1187 5.6329 15.61 0.048682 0.77304 0.82365 3.9285 0.29514 -2.1083 11.987 0.03104 674.02 0.27102 425.03 0.082982 0.007893 2.6383 0.98379 0.00025239 0.44362 2.4871 0.037338 0.4699 0.055976 3.4906 1.8037 -0.41198 0.88203 -0.70887 0.0011281 1.0247 1.1107 26186
 SB35_1187 0.38428 0.61606 2.5829 0.4105 12.075 22.316 0.051032 0.55436 1.0259 1.4029 0.59707 -2.7378 4.5943 0.1536 2526.9 0.018709 235.24 0.5316 0.00082805 1.7443 0.42801 4.2199e-05 2.731 0.3207 0.17108 0.062597 0.00010236 0.84762 5.0399 -4.4636 3.4062 -0.060393 0.0013197 1.1584 2.4664 26187
 SB35_1188 0.34286 0.94753 1.7142 0.27869 13.572 39.111 0.040352 0.82974 0.78832 2.6327 0.21282 -2.5586 10.873 0.28372 2479.6 0.043618 163.15 0.77342 0.0050783 2.3505 0.62253 5.6744e-05 0.28866 0.9561 0.11752 0.61616 0.022239 2.1065 0.48787 -3.0395 0.56623 -0.84583 0.0014876 1.1132 1.7343 26188
 SB35_1189 0.24092 0.6932 5.7373 2.9081 6.4965 13.98 0.057799 0.49915 1.0109  1.84 0.85366 -2.2875 5.7309 0.062143 315.07 0.35382 373.25 0.11433 0.00053566 1.2671 0.36587 0.00010551 3.0002 1.3308 0.033302 0.097353 0.00025121 1.7429 4.012 -2.0704 2.3335 -0.38485 0.0012994 1.1898 3.0923 26189
 SB35_1190 0.14108 0.89078 2.3005 0.64754 3.9518 18.453 0.031071 0.64314 1.1038 1.2233 0.42538 -1.9398 8.3047 0.10806 1582.2 0.01016 490.41 0.42819 0.0015357 2.9736 0.88881 0.00018606 0.65687 0.21066 0.26014 0.12962 0.0025168 0.39758 1.4629 -0.6766 0.29763 -0.59348 0.0017265 1.2695 2.0217 26190
 SB35_1191 0.44231 0.74975 7.7525 1.9886 8.6032 26.96 0.068643 0.7124 0.89535 3.4959 0.10576 -2.4141 7.1663 0.043647 3747.6 0.12688 298.97 0.2061 0.0036596 1.8931 0.5447 3.2238e-05 1.7006 5.143 0.057469 0.23169 0.00091055 3.7526 7.5254 -4.1256 1.2601 -0.17925 0.001032 0.92294 1.3264 26191
 SB35_1192 0.41551 0.99629 1.8811 3.5996 5.0538 20.177 0.042371 0.86063 0.77622 1.5857 0.12386 -2.5125 5.469 0.12438 976.18 0.028331 420.04 0.62346 0.0042286 2.515 0.68881 8.4389e-05 0.55695 0.59478 0.029102 0.15514 0.00072073 1.8898 3.5638 -1.0659 0.62907 -0.072707 0.00093624 1.0898 1.5948 26192
 SB35_1193 0.11359 0.63818 8.9806 0.34921 9.5131 14.74 0.054843 0.49176 0.97376 4.5317 0.48004 -1.8336 10.111 0.035545 2826.3 0.40856 216.17 0.071092 0.00063078 1.6179 0.34468 4.6215e-05 1.4414 1.3696 0.1334 0.34715 0.007397 2.2759 0.66538 -3.8878  2.39 -0.65847 0.0015885 1.2226 3.4354 26193
 SB35_1194 0.21373 0.84035 1.4151 1.6047 10.793 10.634 0.031571 0.65049 1.0667 2.8698 0.73083 -2.1423 7.9125 0.34848 3086.6 0.015646 345.93 0.28948 0.0017697 2.1374 0.82252 2.5745e-05 0.34415 0.27362 0.0653 0.52214 8.7267e-05 3.6144 8.4966 -2.8058 0.292 -0.36711 0.0011474 1.2929 2.6275 26194
 SB35_1195 0.31498 0.79393 6.7278 0.51765 5.777 30.407 0.064079 0.68148 0.88325 2.0056 0.18806 -2.7117 8.551 0.054008 1235.4 0.1099 543.64 0.15199 0.002982 1.2453 0.56584 0.00015125 3.5782 3.4966 0.22834 0.051641 0.027916 0.21925 1.0695 -2.4651 1.1277 -0.90612 0.0014059 0.89016 1.0427 26195
 SB35_1196 0.36099 0.8628 10.587 0.74601 7.0932 24.141 0.034803 0.60613 1.1458 3.604 0.58774 -2.6565 6.7916 0.025262 1751.5 0.081206 457.88 0.2497 0.0013614 2.8515 0.78381 0.00011438 0.36996 8.7876 0.34853 0.68467 0.00019226 2.9828 2.3539 -0.022023 0.42623 -0.18766 0.0014647 1.3253 2.9011 26196
 SB35_1197 0.25991 0.72187 3.1586 1.1439 13.56 17.253 0.06241 0.72441 0.9545 1.287 0.22882 -2.1975 9.6805 0.17692 3914.3 0.0064736 255.47 0.35511 0.0022816 1.766 0.22802 6.0409e-05 2.2783 0.12122 0.076973 0.080312 0.012355 1.3709 0.8312 -4.702 1.7565 -0.53917 0.0012029 0.97774 1.8488 26197
 SB35_1198 0.15965 0.91916 4.2011 0.464 7.5639 12.437 0.044119 0.81792 0.86153 1.6388 0.15234 -2.0294 4.3561 0.076767 2186.2 0.17603 182.41 0.094366 0.0065768 2.4728 0.90488 3.4963e-05 0.84343 2.2159 0.15077 0.10185 0.0016508 0.51994 6.5711 -3.5958 0.7893 -0.49775 0.0016473 1.0574 1.1956 26198
 SB35_1199 0.46164 0.66493 1.2484 2.4175 4.123 36.337 0.051532 0.53596 1.0388 2.2916 0.3919 -2.3167 11.249 0.24784 22.52 0.021603 378.47 0.93259 0.00097578 1.3941 0.46144 0.00019821 1.303 0.54586 0.042713 0.27031 0.0033121 3.1267 1.676 -1.436 3.3418 -0.77101 0.00099172 1.135 2.2429 26199
 SB35_1200 0.46613 0.90219 10.067 0.69717 11.58 17.897 0.060061 0.79856 0.98126 1.799 0.34454 -2.5846 7.4701 0.32055 2918.6 0.06079 449.84 0.27133 0.0072559 2.0776 0.32125 0.00017418  1.23 0.104 0.31341 0.13948 0.00226 3.0012 0.61626 -4.9649 0.52648 -0.63183 0.00092064 1.0921 2.2998 26200
 SB35_1201 0.16727 0.65728 2.1066 1.7979 5.384 25.587 0.037475 0.53033 0.76788 2.5765 0.17031 -2.2614 8.1124 0.070585 755.02 0.0086467 239.74 0.16218 0.00076002 1.0557 0.66536 2.964e-05 0.94899 7.541 0.097745 0.21078 0.0012591 0.64542 3.1746 -0.30598 2.033 -0.1082 0.0016326 1.1955 1.2699 26201
 SB35_1202 0.26791 0.85794 6.2652 0.25924 4.7618 33.911 0.049496 0.61182 0.87178 3.2721 0.26025 -1.9608 5.9134 0.11504 1019.2 0.23433 322.38 0.69495 0.0010836 2.6997 0.59241 5.3206e-05 2.1672 0.47639 0.19967 0.663 0.019971 1.4954 1.1582 -1.3879 0.35222 -0.93301 0.0011595 1.2452 1.9742 26202
 SB35_1203 0.36587 0.70134 1.3201 3.2125 10.097 12.387 0.047102 0.74373 1.0774 1.147 0.52565 -2.3932 10.552 0.046203 3181.7 0.016227 513.82 0.063789 0.0025723 1.6827 0.84907 9.7183e-05 0.41757 1.9333 0.039946 0.088565 0.00034734 2.8583 9.5099 -3.5658 1.3383 -0.33137 0.0013652 0.93174 2.9586 26203
 SB35_1204 0.30737 0.83275 3.3542 2.2779 8.2033  14.8 0.057513 0.66909 0.93997 3.1682 0.18329 -2.4484 4.7927 0.099314 3822.8 0.037671 484.74 0.10071 0.0016751 2.2889 0.20146 0.00022845 3.9503 1.5931 0.031118 0.43419 0.050268 0.093755 0.9219 -3.9362 0.35624 -0.51234 0.0014205 1.3366 1.0633 26204
 SB35_1205 0.20924 0.77691 11.231 0.37164 3.8014 21.621 0.040022 0.68791 1.1596 2.2697 0.73717 -1.9056 11.682 0.22537 1971.9 0.30721 276.11 0.87369 0.003998 1.3285 0.75724 4.0309e-05 0.3205 0.69164 0.10073 0.069158 0.00014153 3.7399 2.5719 -1.0957 1.5083 -0.22321 0.0012185 0.96029 2.8058 26205
 SB35_1206 0.10871 0.97581 1.1254 1.2142 6.7557 28.689 0.067064 0.85416 1.0557 1.4334 0.4926 -2.0656 6.357 0.032506 239.96 0.011699 161.79 0.22409 0.0055478 2.9103 0.48489 6.9645e-05 1.5877 3.998 0.051423 0.18244 0.0056223 2.4004 1.5157 -2.2019 0.95595 -0.79808 0.0016879 1.0006 3.6487 26206
 SB35_1207 0.4075 0.63327 3.7936 0.93153 14.239 10.252 0.029536 0.47323 0.84388 4.018 0.1228 -2.7804 9.2498 0.16175 2089.9 0.14696 351.57 0.39563 0.00058427 1.9567 0.92831 0.00013183 0.51426 0.31294 0.25393 0.32874 0.00049347 1.7653 5.996 -2.5222 3.9393 -0.46195 0.00097964 1.1669 1.6353 26207
 SB35_1208 0.4347 0.88631 0.96139 0.42174 6.0439 13.117 0.055764 0.625 0.92786 1.3141 0.10852 -2.619 11.428 0.028221 1318.4 0.03262 328.94 0.074458 0.0019264 2.5766 0.28486 3.6438e-05 1.8827 1.1442 0.12532 0.11023 0.0014818 3.8772 2.7681 -1.9637 0.49456 -0.2861 0.00090491 1.3001  1.36 26208
 SB35_1209 0.1366 0.72961 4.5877 2.6166 11.253 37.505 0.043336 0.70554 1.1225 3.6837 0.42171 -2.2348 4.0386 0.19875 3484.1 0.47319 531.34 0.59256 0.0032511 1.5565 0.7283 0.000218 0.61001 0.82222 0.025079 0.24466 0.0045777 0.27305 0.70704 -2.9118 1.9098 -0.94996 0.0015429 0.98758 2.1472 26209
 SB35_1210 0.23604 0.93017 2.8926 0.81956 9.1269 27.218 0.066294 0.83654 1.0186 2.4424 0.83191 -1.9888 9.9883 0.080799 2743.4 0.013512   405 0.13894 0.0046103 2.2008 0.40144 0.00011953 3.2955 4.498 0.20542 0.74098 0.00017257 1.6174 5.5882 -4.3299 0.7513 -0.024841 0.0010875 1.0372 3.3021 26210
 SB35_1211 0.33486 0.68516 13.748 1.0582 4.8323 19.879 0.033742 0.51733 0.83177 1.7497 0.21464 -2.3573 6.5954 0.25949 578.66 0.095425 208.94 0.31822 0.00068664 1.1817 0.95724 6.6633e-05 0.26728 0.18419 0.064084 0.072694 0.017076 2.232 1.9703 -0.86292 2.8546 -0.7357 0.0013317 1.1397 1.7686 26211
 SB35_1212 0.38877 0.95418 5.1808 1.4606 4.2858 10.965 0.063374 0.79196 0.99416 4.2445 0.67916 -2.5365 8.8741 0.14125 406.34 0.070213 192.75 0.47705 0.0060255 2.7879 0.39242 2.7876e-05 2.5847 0.16757 0.078458 0.48525 7.8331e-05 0.97212 4.3428 -1.6254 0.66656 -0.42058 0.0015032 1.0649 2.5153 26212
 SB35_1213 0.28994 0.61154 1.5453 0.55952 7.9321 32.04 0.035724 0.56043 0.80576 1.4878 0.26399 -1.8096 7.7318 0.040141 2259.4 0.0056145 396.62 0.18496 0.00089258 1.8294 0.64909 0.00016084 0.49783 7.3407 0.38728 0.056765 0.038584 3.3661 0.54578 -3.1768 2.8224 -0.81894 0.0012553 1.2321 1.186 26213
 SB35_1214 0.19056 0.81073 8.2242  3.96 12.927 23.271 0.053703 0.58167 0.90967 1.9623 0.13204 -2.165 10.306 0.36886 3530.5 0.2029 467.06 0.72458 0.0012453 2.4113 0.52125 9.1214e-05 1.0426 0.36745 0.04958 0.14417 0.00064696 2.5249 6.973 -4.5705 0.25523 -0.14376 0.0017144 1.2724 1.5258 26214
 SB35_1215 0.48854 0.75479 2.4429 0.3226 6.8215 16.636 0.046334 0.7503 1.0903 2.8105 0.33915 -2.6889 5.1674 0.057462 1678.3 0.024993 269.35 0.12201 0.0020903 1.4557 0.86538 4.9066e-05 0.80464 2.8505 0.16043 0.38159 0.010223 1.1375 1.3038 -0.53939 1.0517 -0.62012 0.0010727 0.89516 3.9104 26215
 SB35_1216 0.4909 0.88938 7.2252 2.662 4.544 10.149 0.041272 0.74293 1.0301 2.0342 0.15668 -2.0598 9.895 0.038874 3881.6 0.005032 438.72 0.065487 0.0017496 2.8371 0.54286 4.4278e-05 0.29714 0.1143 0.11072 0.59553 0.00068071 1.1862 0.97346 -1.3437 3.2209 -0.74237 0.0017321 0.92004 1.2629 26216
 SB35_1217 0.19289 0.74529 2.1441 0.43431 9.7026 29.018 0.058764 0.61102 0.81986 2.8472 0.37654 -2.7863 6.5061 0.13631 1796.3 0.072893 247.35 0.67564 0.0029517 1.7956 0.89864 0.00023782 3.0767 8.2137 0.034583 0.098783 0.007781 2.5421 2.4348 -3.5415 0.82952 -0.015728 0.0010201 1.2625 2.3631 26217
 SB35_1218 0.29224 0.94571 5.8951 1.0853 12.036 20.917 0.030786 0.53109 0.91439 4.4719 0.57109 -2.4386 11.455 0.059225 56.64 0.027788 314.75 0.17234 0.004096 2.4636 0.37159 0.00013489 0.67359 0.44934 0.28219 0.12511 8.2406e-05 3.3171 1.5843 -4.9603 1.6928 -0.94308 0.0014933 1.1922 3.0727 26218
 SB35_1219 0.39116 0.68837 1.7612 0.83263 5.6488 15.277 0.068314 0.79933 1.1356 1.5996 0.23828 -1.9153 4.0625 0.38294 2140.9 0.19608 524.97 0.25585 0.00061024 1.4193 0.61502 7.7946e-05 1.7506  1.84 0.056528 0.2348 0.029369 0.95419 5.7384 -0.24241 0.44799 -0.29445 0.0012875 1.1197 1.9426 26219
 SB35_1220 0.33247 0.96975 2.7715 0.55018 6.3691 11.998 0.038725 0.47558 0.89816 2.3089 0.70109 -1.9861 10.342 0.19167 2844.6 0.45509 476.75 0.41953 0.0063704 2.5484 0.43454 3.2568e-05 0.72426 1.6739 0.087958 0.19483 0.00020226 2.2187 0.58535 -2.2558 1.1835 -0.61177 0.0011198 1.1646 2.731 26220
 SB35_1221 0.23373 0.61472 13.159 1.4188 13.849 35.057 0.061312 0.85651 1.1022 1.6164 0.19333 -2.3678 5.2001 0.027348 946.7 0.036443 286.84 0.21087 0.000944 1.5685 0.97865 0.00018128 1.1145 0.73328 0.28508 0.3083 0.011667 1.5726 3.3435 -2.5563 0.28105 -0.15064 0.0013218 1.0273 1.069 26221
 SB35_1222 0.13426 0.81378 1.003 0.31465 8.4467 25.291 0.048352 0.68557 1.0076 1.2762 0.12905 -2.6062 8.774 0.26922 1218.6 0.098651 151.03 0.89879 0.0013459 2.1742 0.25102 9.9409e-05 0.44993 3.6706 0.036335 0.46309 0.0017366 0.28711 1.1113 -3.9505 2.5086 -0.82805 0.00085236 0.94762 1.6623 26222
 SB35_1223 0.43234 0.7705 4.7949 3.8991 4.026 18.081 0.050746 0.66675 0.7927 3.651 0.46724 -2.24 7.6356 0.083335 3115.6 0.012161 359.59 0.098105 0.0022584 1.1933 0.70768 5.9564e-05 2.7818 0.28474 0.17968 0.064766 0.0031281 3.9222 9.9076 -1.1691 0.60544 -0.41392 0.0015606 1.3549 3.5128 26223
 SB35_1224 0.40983 0.92408 1.1762 1.7682 9.4862 16.445 0.034474 0.5181 0.88527 1.3923 0.44506 -2.1592 5.9383 0.21926 355.78 0.29559 333.84 0.31019 0.0074816 2.3362 0.451 0.00014252 0.37944 1.041 0.35423 0.6948 0.0059525 1.8103 4.5598 -4.3447 1.212 -0.33804 0.0016424 1.128 2.1124 26224
 SB35_1225 0.11106 0.66664 3.9585 0.67734 5.0699 23.51 0.062124 0.83732 1.0643 3.9831 0.10337 -2.6948 10.581 0.095919 2443.3 0.04208 529.96 0.14302 0.00078392 1.2965 0.90767 2.7014e-05 2.3451 0.75487 0.070982 0.077617 0.00037801 2.4145  0.52 -0.93611 0.31216 -0.9239 0.0010044 1.0546 1.4127 26225
 SB35_1226 0.21161 0.86735 3.2105 3.1338 5.7674 31.033 0.045084 0.70475 0.96973 2.9956 0.20326 -2.5267 7.3817 0.16657 3706.4 0.1519 406.35 0.55727 0.0010937 2.9647 0.23452 4.6681e-05 0.86819 4.7688 0.14515 0.10321 0.053225 3.6951 7.2427 -2.0173 2.2444 -0.10132 0.0014598 0.98428 1.8171 26226
 SB35_1227 0.30967 0.72317 10.76 0.2553 10.814 11.336 0.052453 0.62421 0.7798 2.0971 0.87374 -1.8194 8.0202 0.033594  1620 0.010533 204.07 0.078913 0.0025955 1.9182 0.77865 8.2253e-05 1.3364 0.19353 0.045348 0.26091 0.0001084 0.080467 1.2548 -2.946 0.59393 -0.64018 0.0012155 1.3277 3.2847 26227
 SB35_1228 0.36357 0.84215 7.141 0.37802 13.31 19.232 0.042085 0.74798 1.0422 3.4469 0.28805 -2.0142 6.2598 0.068218 1385.1 0.0077485 194.52 0.11514 0.0014227 2.0474 0.5716 0.00019311 0.56479 0.15949 0.02772 0.16073 0.023553 2.8403 2.6125 -4.5655 3.5773 -0.45361 0.0011565 0.89283 1.142 26228
 SB35_1229 0.26553 0.79877 1.5019 2.3454 7.2246 28.095 0.054513 0.57935 0.85697 1.2329 0.62449 -2.3319 9.1487 0.31165 3285.1 0.063137 392.12 0.77049 0.0033945 1.0693 0.81504 3.5321e-05 1.4683 6.9239 0.13702 0.34258 0.00023885 1.4464 0.74886 -0.47593 0.84955 -0.80496 0.0014045 1.2992 2.5563 26229
 SB35_1230 0.16491 0.99772 8.8356 0.95524 4.0405 37.129 0.032491 0.5628 0.95151 1.8645 0.31068 -2.6406 4.8244 0.047782 2552.2 0.018049 471.54 0.17967 0.0048135 2.6753 0.34286 6.3413e-05 0.35056 0.40023 0.070073 0.54028 0.0026657 0.66265 5.3319 -1.5817 1.6607 -0.23232 0.0009454 1.2195 3.932 26230
 SB35_1231 0.46381 0.6426 1.851 1.2334 7.7152 13.269 0.065044 0.79432 1.1477 2.6099 0.14369 -2.2134 11.717 0.11838 653.09 0.22642 267.6 0.48938 0.00050711 1.6923 0.69865 0.00010776 3.6285 3.1328 0.22703 0.050888 0.00086572 3.0499 2.0657 -3.1523 0.40079 -0.50568 0.0015871 1.0831 1.4849 26231
 SB35_1232 0.45931 0.98076 3.6925 0.34014 5.4342 26.078 0.056549 0.55671 1.0787 1.7263 0.13764 -1.9457 7.9394 0.18308 2288.4 0.0058198 310.27 0.50011 0.0044602 2.7735 0.93423 9.5122e-05 3.8482 5.9418 0.030955 0.42129 0.0015585 3.1754 0.46882 -0.44588 1.0021 -0.89713 0.0016865 1.1701  1.46 26232
 SB35_1233 0.15729 0.63497 1.0953 3.5491 11.478 19.052 0.039102 0.77539 0.8717 2.4634 0.3299 -2.4083 8.5817 0.02598 389.56 0.084045 500.17 0.087918 0.00066509 1.859 0.47757 5.4001e-05 0.31165 0.13683 0.10804 0.06969 0.0043226 0.53714 4.1733 -4.5174 0.26517 -0.37366 0.0009888 1.0074 3.6722 26233
 SB35_1234 0.25752 0.83729 12.05 0.50832 10.178 13.838 0.067393 0.76694 0.76311 3.7354 0.65183 -2.5683 5.3826 0.2397 1648.8 0.024108 436.17 0.33104 0.0019068 2.4022 0.75521 3.125e-05 1.5439 2.7334 0.052838 0.17724 0.00018152 1.322 1.3876 -3.4363 2.689 -0.66719 0.0014191 0.95769 2.4003 26234
 SB35_1235 0.35868 0.77824 3.599 1.5609 4.7251 39.566 0.029821 0.58537 0.98725 1.3036 0.27124 -2.2777 10.021 0.074583 3548.7 0.16949 227.61 0.13398 0.0032141 1.4809 0.21109 0.00016481 0.50096 0.3493 0.24179 0.33174 0.016122 2.9648 7.9371 -1.8446 0.69258 -0.065458 0.0012276 1.3304 1.1168 26235
 SB35_1236 0.3173 0.85976 1.3562 1.1748 3.8483 22.062 0.059141 0.7116 0.84962 2.7875 0.80883 -2.0829 4.2609 0.03653 3438.8 0.39526 173.88 0.20028 0.0012327  2.61 0.83847 0.00012479 1.2108 0.87779 0.33261 0.13822 7.3955e-05 0.20594 0.80853 -0.65243 2.9617 -0.77826 0.0011721 0.92526 3.2121 26236
 SB35_1237 0.21611 0.70616 6.4374 0.75688 8.1012 15.768 0.036511 0.64234 1.0503 1.9882 0.2234 -2.7632 11.15 0.12881 1352.5 0.031465 365.25 0.43911 0.0020666 1.5071 0.59504 7.3418e-05 0.93327 1.2109 0.094135 0.21696 0.040583 3.5696 2.9329 -4.0815 0.71487 -0.48904 0.0013604 1.2428 1.7062 26237
 SB35_1238 0.11595 0.9036 1.9636 2.4627 14.435 11.443 0.049781 0.49991 1.1589 1.4993 0.11168 -2.4625 6.8253 0.052437 623.52 0.11422 498.43 0.10792 0.0058293 2.2376 0.67208 4.0893e-05 2.1314 0.22135 0.18408 0.65795 0.00061087  2.29 1.9076 -2.9758 1.9816 -0.53263 0.00093331 1.2025 1.3193 26238
 SB35_1239 0.41785 0.66174 9.3826 0.47718 6.661 33.434 0.047431 0.8305 0.94103 4.1871 0.40499 -1.8915 9.7181 0.33726 2710.7 0.014006 288.22 0.82215 0.00086457 1.1297 0.3163 0.00022364 0.41103 5.4526 0.040609 0.091278 0.010752 1.9348 4.7637 -2.0656 0.47054 -0.19665 0.0016278 1.095 2.0769 26239
 SB35_1240 0.43996 0.80931 2.4036 0.86471 11.341 35.201 0.06366 0.67915 0.83672 1.1564 0.50472 -2.0353 11.896 0.06443  1951 0.34225 418.66 0.16145 0.0010051 2.2745 0.87208 6.7629e-05 2.5137 0.63059 0.082365 0.48902 0.0023933 3.7977 2.2494 -2.7426 3.7508 -0.051404 0.0017165 0.90187 3.4538 26240
