#Name Omega_m    sigma_8    A_SN1      A_AGN1     A_SN2      A_AGN2   Omega_b    seed
SB7_553 0.38337100 0.88462800 1.03159500 1.14584600 1.25983800 0.347838 0.04194200 12553
SB7_554 0.40284000 0.63887300 0.52499800 2.64355300 1.59972200 2.293953 0.05398800 12554
SB7_555 0.26923200 0.95539200 3.72799500 0.48036600 0.52630300 0.584812 0.01490500 12555
SB7_556 0.21488300 0.82265600 2.15676900 0.31713100 0.73847800 3.881219 0.06613000 12556
SB7_557 0.45639800 0.78425600 0.94767000 3.38085300 1.13689400 0.999054 0.02528800 12557
SB7_558 0.32589700 0.94241900 1.94325100 1.49551200 1.79304400 1.632315 0.07815600 12558
SB7_559 0.19539000 0.65111400 0.25180300 0.50352600 0.66398600 0.419895 0.03794100 12559
SB7_560 0.17976500 0.89933400 2.96304500 2.24761400 1.15430200 0.821434 0.07540100 12560
SB7_561 0.34777200 0.70625800 0.66052700 0.41722100 0.72963700 3.328574 0.03569500 12561
SB7_562 0.46577300 0.96685000 1.41297700 0.93811100 0.68333800 0.488608 0.06774900 12562
SB7_563 0.21175800 0.62712000 0.36161800 1.40793300 1.73832400 1.978616 0.02866900 12563
SB7_564 0.25360800 0.79428600 0.34454200 1.79820200 1.23790700 0.285483 0.05236600 12564
SB7_565 0.42471500 0.81213600 1.42020600 0.61848700 0.96207100 1.171618 0.01152700 12565
SB7_566 0.39274700 0.66414700 0.75656100 0.26954100 0.51295600 0.679203 0.08440300 12566
SB7_567 0.13558200 0.92909100 2.70160800 2.93742800 1.63729000 2.785504 0.04418900 12567
SB7_568 0.11217500 0.69481400 1.80252100 0.43732800 1.91665400 0.310761 0.06159500 12568
SB7_569 0.36614100 0.91131500 0.28345800 2.54296800 0.61954900 1.279849 0.02200600 12569
SB7_570 0.44823200 0.76555400 2.32184000 1.03852400 0.82266000 0.522840 0.07394400 12570
SB7_571 0.28007800 0.82875800 0.84291700 0.76235800 1.02343100 2.151781 0.03498000 12571
SB7_572 0.23521400 0.99909300 0.59259800 0.59002800 1.45467300 0.892583 0.08617300 12572
SB7_573 0.49232900 0.60776900 3.44864900 1.58925600 0.57715600 3.643136 0.04521700 12573
SB7_574 0.32440100 0.86592600 0.43936500 3.98218700 0.87289000 0.375391 0.05820800 12574
SB7_575 0.15314700 0.72755600 1.11354100 0.33166400 1.36392000 1.531186 0.01787800 12575
SB7_576 0.15199700 0.85628200 0.27725100 0.90264400 1.67705400 1.009709 0.06394800 12576
SB7_577 0.32007700 0.74935700 1.76488300 1.22878100 0.50220400 0.256110 0.02494200 12577
SB7_578 0.48801100 0.97714400 0.86097600 2.14205900 0.98211100 2.402401 0.07160800 12578
SB7_579 0.23407000 0.61687400 2.37394200 0.36862600 1.20949800 0.608962 0.03197800 12579
SB7_580 0.27502800 0.76211100 3.37657900 0.27975300 1.70400800 2.873178 0.08827600 12580
SB7_581 0.44625800 0.84426100 0.57963700 3.36113500 0.69891600 0.735852 0.04782500 12581
SB7_582 0.36416100 0.67906600 1.13857100 1.88937200 0.71378500 1.708926 0.05625000 12582
SB7_583 0.10711900 0.91412200 0.44877600 0.70096600 1.17662200 0.437369 0.01517400 12583
SB7_584 0.13360200 0.66129000 0.67438900 1.18832500 1.39255900 3.713691 0.07779700 12584
SB7_585 0.38769000 0.94478900 3.03041800 0.79124300 0.85271700 0.957374 0.03859600 12585
SB7_586 0.41966400 0.77873300 0.35356000 0.49564800 0.59127700 1.562025 0.06545900 12586
SB7_587 0.25163300 0.81552900 1.38380100 2.67189900 1.42393400 0.402402 0.02563300 12587
SB7_588 0.20744000 0.95779200 1.45244500 3.47547000 1.00102100 1.306748 0.05442600 12588
SB7_589 0.46462800 0.64911600 0.35177500 0.31912500 0.83871400 0.332844 0.01417100 12589
SB7_590 0.34662100 0.87758000 2.64586300 0.52130600 0.60721900 2.198304 0.08239900 12590
SB7_591 0.17544100 0.71595000 0.73968100 1.51462100 1.96067000 0.559567 0.04151900 12591
SB7_592 0.19731600 0.93292000 1.00859500 0.40353700 0.78075200 0.273585 0.08405800 12592
SB7_593 0.33099700 0.67266900 0.48508200 2.22223400 1.07873100 1.121019 0.04486000 12593
SB7_594 0.46150300 0.80046100 3.80619600 1.36776900 1.85006000 0.650939 0.05171000 12594
SB7_595 0.21681500 0.79350600 0.53693000 0.93098400 0.64206700 2.665481 0.01188700 12595
SB7_596 0.27350800 0.63567200 0.92812700 0.60023100 0.91384800 0.786045 0.06817200 12596
SB7_597 0.40403900 0.97074600 2.10867600 1.78151200 1.30323100 3.189975 0.02791900 12597
SB7_598 0.38456500 0.70555800 0.25752100 2.82863000 1.51368000 0.467528 0.07613500 12598
SB7_599 0.14297700 0.88767800 1.98406500 0.26550800 0.55484500 1.896030 0.03525800 12599
SB7_600 0.11649400 0.73465000 2.45446000 2.51940400 0.64874700 0.855320 0.05771300 12600
SB7_601 0.36103500 0.87147600 0.83274100 0.42441700 1.83039200 3.485980 0.01871000 12601
SB7_602 0.43063200 0.60541400 1.56374000 0.75095700 1.11306500 0.359759 0.08536400 12602
SB7_603 0.29690300 0.98889500 0.31291700 1.00004300 0.75641300 1.465226 0.04573600 12603
SB7_604 0.24344400 0.83422900 0.39911800 1.57133500 0.53648000 0.297370 0.07451700 12604
SB7_605 0.48488600 0.77262900 1.28021700 0.57067500 1.56496700 1.226594 0.03406900 12605
SB7_606 0.30445200 0.90108700 0.59826300 0.32914600 1.28855800 0.500256 0.06248100 12606
SB7_607 0.17387200 0.69239200 3.27142500 3.86852300 0.92394200 2.062116 0.02140900 12607
SB7_608 0.16606900 0.78673700 1.84658100 0.65329100 0.74830800 0.695956 0.07088900 12608
SB7_609 0.31224700 0.81885600 0.26497600 1.94129300 1.12500200 2.718456 0.03051600 12609
SB7_610 0.48025100 0.65444900 2.06614800 3.09907000 1.77198100 0.292524 0.06353900 12610
SB7_611 0.24805900 0.93952300 0.98920300 0.29054800 0.67006100 1.143415 0.02254200 12611
SB7_612 0.29225700 0.88168900 0.50801300 0.37064500 0.95443900 0.495267 0.05626600 12612
SB7_613 0.43528500 0.72473400 3.85276100 2.04006000 1.24751700 1.952017 0.01733900 12613
SB7_614 0.35332000 0.95174500 0.47283500 1.24886500 1.58198400 0.832627 0.08923000 12614
SB7_615 0.12422900 0.64149400 1.08067400 0.85047800 0.53076500 3.283826 0.04967900 12615
SB7_616 0.14774600 0.98241200 3.17079900 1.44252100 0.62147200 0.382573 0.06703800 12616
SB7_617 0.37979100 0.62371800 0.64455200 0.52415900 1.91116800 1.502441 0.02686000 12617
SB7_618 0.41187900 0.85295700 1.20442300 0.30068400 1.06699100 0.909658 0.07968900 12618
SB7_619 0.26565200 0.74135700 0.40622900 3.53222000 0.78925900 3.574750 0.03888800 12619
SB7_620 0.22468900 0.68669100 0.30829700 2.74536500 0.56097300 0.538646 0.08011700 12620
SB7_621 0.45363400 0.92017200 1.65722500 0.46193600 1.49730200 2.088641 0.04099500 12621
SB7_622 0.33570300 0.75332900 0.77931100 0.82177800 1.34647600 0.320155 0.05308000 12622
SB7_623 0.19262600 0.84015500 2.51123700 1.09565500 0.88459100 1.242295 0.01333300 12623
SB7_624 0.18325100 0.61029300 0.42919400 0.25564300 1.47096800 2.544851 0.05079400 12624
SB7_625 0.33882800 0.99534800 1.13999000 3.06783400 0.57231000 0.626844 0.01061900 12625
SB7_626 0.46925800 0.73093400 0.55887000 1.73386000 0.86200700 1.069652 0.08345500 12626
SB7_627 0.20281400 0.86308500 3.65697000 0.64403500 1.37740500 0.263659 0.04265600 12627
SB7_628 0.25627700 0.90832100 2.18545700 0.98808400 1.93945800 1.827323 0.07634900 12628
SB7_629 0.41500300 0.69805200 0.89547200 1.34577700 0.61392500 0.446093 0.03722900 12629
SB7_630 0.39541600 0.82505700 1.74797100 2.33333500 0.81186200 3.072038 0.06932200 12630
SB7_631 0.12587100 0.76813200 0.29228800 0.40134100 1.03424000 0.750451 0.02957700 12631
SB7_632 0.10235400 0.80885500 0.73676000 3.80638000 1.22246700 1.681659 0.08714000 12632
SB7_633 0.36894500 0.79722500 2.77406900 0.34933200 0.97158900 0.407575 0.04677000 12633
SB7_634 0.43841100 0.92647000 0.32568600 0.56757100 0.51870500 3.998544 0.05980000 12634
SB7_635 0.28288300 0.66779400 1.50235300 1.64986900 1.62353400 0.969740 0.01880500 12635
SB7_636 0.22618400 0.71005800 1.32690300 1.08462800 1.13914500 2.337838 0.06000300 12636
SB7_637 0.49587600 0.89685200 0.38509600 0.72305200 0.73734700 0.573834 0.02107800 12637
SB7_638 0.31537200 0.63001600 2.88229300 0.45539300 0.69147200 1.389544 0.07297700 12638
SB7_639 0.15669500 0.96351500 0.67906800 2.45197800 1.72253400 0.341308 0.03342800 12639
SB7_640 0.15791400 0.70441000 3.51785400 0.36208700 0.89003700 3.860820 0.05423700 12640
SB7_641 0.31337200 0.88946000 0.55638500 2.17483500 1.33812500 0.982729 0.01468700 12641
SB7_642 0.49377500 0.63677100 1.18296700 1.22748500 1.49028400 1.622775 0.08126300 12642
SB7_643 0.22750500 0.96891500 0.43195000 0.91097100 0.56356700 0.413349 0.04233800 12643
SB7_644 0.28175700 0.80170600 0.29080000 0.69833000 0.80269600 1.371642 0.07854000 12644
SB7_645 0.44031500 0.79143100 1.68257700 1.90163700 1.04921800 0.353364 0.03754600 12645
SB7_646 0.37074900 0.93172400 0.90059000 3.29260300 1.88156000 2.305964 0.06588000 12646
SB7_647 0.10132900 0.67479300 2.26943600 0.28326700 0.63130500 0.594455 0.02551000 12647
SB7_648 0.12787400 0.90301500 1.51008200 2.68925800 0.52250100 1.061110 0.08808100 12648
SB7_649 0.39419300 0.69139200 0.33833600 0.49378700 1.60686900 0.271578 0.04833700 12649
SB7_650 0.41368600 0.83234900 2.75823500 0.80117700 1.26864200 2.523037 0.05510900 12650
SB7_651 0.25837500 0.77367900 0.70951300 1.16408900 0.93846600 0.646164 0.01598800 12651
SB7_652 0.20091200 0.60338800 0.70593800 1.53780400 0.66698100 2.983469 0.06469600 12652
SB7_653 0.47038100 0.99018900 2.89509000 0.51206200 1.78031500 0.756235 0.02389600 12653
SB7_654 0.33985600 0.73662700 0.37109700 0.32206800 1.13201600 1.773289 0.07203400 12654
SB7_655 0.18144300 0.87013300 1.31847000 3.47178700 0.74373400 0.449798 0.03185900 12655
SB7_656 0.19081800 0.68089700 0.97214100 0.92247300 1.74964200 0.878588 0.07432000 12656
SB7_657 0.33673000 0.91302300 2.01311000 1.36921300 0.68070100 3.621554 0.03457300 12657
SB7_658 0.45475600 0.76032800 0.26901200 2.18874300 0.72500200 0.369287 0.06135700 12658
SB7_659 0.22278700 0.84540800 1.89924600 0.41082500 1.15844200 1.523274 0.02223500 12659
SB7_660 0.26774900 0.97501900 1.05219300 0.26221500 1.63118100 0.315910 0.05844900 12660
SB7_661 0.41056100 0.61807100 0.46500400 2.88750500 0.51631700 1.286666 0.01764700 12661
SB7_662 0.37856800 0.85835700 3.96006100 1.77002200 0.96564300 0.531100 0.08579800 12662
SB7_663 0.14974800 0.74811200 0.51608700 0.60249700 1.23009700 2.164524 0.04562000 12663
SB7_664 0.12320400 0.87653000 0.41721500 1.02086300 1.02782900 0.290299 0.06797100 12664
SB7_665 0.35512400 0.71783000 1.22473300 0.74164500 0.81685700 1.177312 0.02841900 12665
SB7_666 0.43719100 0.95879300 0.62710300 0.42601700 0.61676100 0.690254 0.07500700 12666
SB7_667 0.29113200 0.64718700 3.12112200 2.50314200 1.93037600 2.801171 0.03607900 12667
SB7_668 0.24938000 0.78007600 2.55525500 3.87262700 1.35446800 0.808383 0.08479900 12668
SB7_669 0.47815100 0.81355100 0.79986300 0.32613900 0.87667900 3.310118 0.04380200 12669
SB7_670 0.31024700 0.65999500 1.63240000 0.58097800 0.58136200 0.480479 0.05214800 12670
SB7_671 0.16729000 0.94681500 0.29974100 1.54764600 1.44818600 1.968810 0.01177600 12671
SB7_672 0.17206600 0.82708300 0.52815900 0.28481500 1.99405300 0.364593 0.08124100 12672
SB7_673 0.30547500 0.76683800 3.70566200 3.13585800 0.59710300 1.414696 0.04016800 12673
SB7_674 0.48601000 0.90634400 0.49292800 1.93269300 0.82572000 0.867474 0.05327700 12674
SB7_675 0.24153800 0.69939400 1.03657200 0.65798000 1.01686000 3.363776 0.01282900 12675
SB7_676 0.29900500 0.72900600 1.93292300 0.84900200 1.43270100 0.517948 0.06660400 12676
SB7_677 0.42931300 0.86408600 0.25315000 1.26123300 0.58760900 2.035464 0.02697700 12677
SB7_678 0.35981700 0.61217200 2.16868300 2.00524000 0.84872000 0.308068 0.07895400 12678
SB7_679 0.11849500 0.99429800 0.94247900 0.37606400 1.39900000 1.209820 0.03995100 12679
SB7_680 0.14195100 0.62877100 0.32118900 3.56722100 1.17121100 0.670463 0.05739500 12680
SB7_681 0.38637300 0.96559000 1.59078500 0.30016400 0.71714300 2.644312 0.01651800 12681
SB7_682 0.40594300 0.71125400 0.80971800 0.53181900 0.70327500 0.282005 0.08943200 12682
SB7_683 0.27238700 0.89472900 2.41702400 1.41789200 1.69359000 1.111456 0.04917900 12683
SB7_684 0.21813100 0.92761700 3.32566500 1.10866700 1.19066400 0.471112 0.07045000 12684
SB7_685 0.45940400 0.66601200 0.61450800 0.80556700 0.99756100 1.841444 0.03062700 12685
SB7_686 0.32899200 0.80775700 1.25986900 0.46524900 0.51070900 0.792540 0.06279800 12686
SB7_687 0.19853700 0.79905600 0.38833700 2.73319000 1.64898600 3.095773 0.02360000 12687
SB7_688 0.17666200 0.95040200 2.28460200 0.63944500 0.92829200 1.582413 0.06113900 12688
SB7_689 0.34461700 0.64347200 0.85664200 1.74157500 1.28262700 0.388674 0.02025900 12689
SB7_690 0.46253000 0.88298300 1.83219100 3.03184400 1.55539300 3.765024 0.07316600 12690
SB7_691 0.20875600 0.72270800 0.27886600 0.26078900 0.53982800 0.924163 0.03291100 12691
SB7_692 0.25051200 0.65549900 0.44683000 0.39555800 0.76831600 2.276722 0.08671800 12692
SB7_693 0.42156800 0.93764300 1.09495500 2.37385300 1.09572900 0.552171 0.04689300 12693
SB7_694 0.38949900 0.78573500 0.58339400 1.33257900 1.79975000 1.354163 0.05905700 12694
SB7_695 0.13257600 0.82078500 3.50307100 0.98980200 0.65973600 0.328194 0.01985600 12695
SB7_696 0.10911900 0.75545300 1.38986000 1.67852800 0.54560600 2.473719 0.07749000 12696
SB7_697 0.36294200 0.83895800 0.36763400 0.55939600 1.53944300 0.604303 0.03641500 12697
SB7_698 0.44493800 0.68461600 3.01083000 0.34993800 1.32384300 1.040478 0.06951600 12698
SB7_699 0.27713000 0.92141700 0.65005400 3.76903200 0.89969600 0.254001 0.02906500 12699
SB7_700 0.23216300 0.85112600 0.76862600 2.46290100 0.63808900 1.722680 0.05036700 12700
SB7_701 0.48913400 0.74245600 2.65918700 0.45215000 1.86143900 0.424615 0.01073800 12701
SB7_702 0.32110000 0.98419500 0.33884300 0.73760200 1.08371300 2.898023 0.08270700 12702
SB7_703 0.15019100 0.62257000 1.44406800 1.07189900 0.77709700 0.713851 0.04370200 12703
SB7_704 0.15524800 0.99349400 0.35956200 3.18555200 0.67448800 0.541262 0.07946800 12704
SB7_705 0.32308100 0.60042500 1.36069500 0.29556800 1.76527300 2.123878 0.03913700 12705
SB7_706 0.49110900 0.87273000 0.66391000 0.66367100 1.11796100 0.321955 0.06743300 12706
SB7_707 0.23721400 0.73300500 3.07819900 1.99279300 0.75104700 1.262506 0.02647700 12707
SB7_708 0.27827400 0.68761600 2.60345000 1.26999400 0.52873500 0.380452 0.05268400 12708
SB7_709 0.44925700 0.90547200 0.75173500 0.87452100 1.59223100 1.478571 0.01372100 12709
SB7_710 0.36726700 0.77075900 1.47637200 0.38060200 1.25203000 0.905151 0.08033500 12710
SB7_711 0.11027000 0.83570900 0.34607900 2.07179800 0.94834700 3.515273 0.04074600 12711
SB7_712 0.13690000 0.78893200 0.87471300 0.30918100 0.79272600 0.492334 0.06316200 12712
SB7_713 0.39064900 0.80542700 2.33669800 3.59202100 1.05954200 1.921409 0.02294900 12713
SB7_714 0.42271200 0.67139000 0.27266900 1.46494700 1.90274800 0.828326 0.07112600 12714
SB7_715 0.25483000 0.93458900 1.79455000 0.53824600 0.62596800 3.230420 0.03028700 12715
SB7_716 0.21073000 0.89247800 1.11992900 0.83596800 0.87837700 0.699664 0.08898900 12716
SB7_717 0.46758000 0.70114800 0.45623900 1.12624200 1.35222100 2.763497 0.04990900 12717
SB7_718 0.34967400 0.97259200 3.43100600 2.81816700 1.50807100 0.294256 0.05664200 12718
SB7_719 0.17864300 0.63421700 0.57043900 0.46928000 0.55843000 1.161476 0.01693600 12719
SB7_720 0.19426800 0.81681400 1.55541600 1.68677100 1.37242400 2.375683 0.05939700 12720
SB7_721 0.32779900 0.77705800 0.31458600 0.63310300 0.86755400 0.577009 0.01918100 12721
SB7_722 0.45820500 0.94936900 2.46798700 0.25164200 0.57450300 1.413110 0.08737000 12722
SB7_723 0.21385500 0.65631800 0.82817300 2.98858300 1.46151500 0.342994 0.04652900 12723
SB7_724 0.27045600 0.71410900 0.60187300 2.29448900 1.04076200 1.653832 0.07274800 12724
SB7_725 0.40083700 0.87903000 3.25185100 0.39031100 0.80889300 0.405587 0.03366500 12725
SB7_726 0.38127400 0.64432200 0.39719800 0.96222400 0.60990300 3.934705 0.06041000 12726
SB7_727 0.14002500 0.96219600 1.28641200 1.32517500 1.94680400 0.964275 0.02070100 12727
SB7_728 0.11339500 0.61561400 3.78469400 0.55196700 1.61192600 1.797463 0.08320700 12728
SB7_729 0.35789100 0.97879500 0.53998300 1.62241900 0.52107200 0.443749 0.04287400 12729
SB7_730 0.42738100 0.74475200 1.01382100 3.74807100 0.97845100 3.024142 0.05118100 12730
SB7_731 0.29389900 0.86127700 0.48258900 0.34019300 1.21728800 0.746066 0.01022300 12731
SB7_732 0.24033800 0.91598600 0.25881000 0.44765800 1.73017700 2.585281 0.06893800 12732
SB7_733 0.48173400 0.67759200 1.97417700 2.38541100 0.68649800 0.630606 0.02997200 12733
SB7_734 0.30120600 0.84903100 0.92271600 1.05659800 0.73412900 1.087288 0.07659800 12734
SB7_735 0.17087300 0.75773200 2.12101000 0.71174300 1.14714300 0.265039 0.03700700 12735
SB7_736 0.16301400 0.66299900 1.19742300 2.10563200 1.20400200 1.314430 0.06507100 12736
SB7_737 0.30904800 0.93087400 0.40861100 0.35861100 0.98918500 0.338116 0.02603000 12737
SB7_738 0.47695700 0.79538500 3.18667200 0.87929800 0.50434200 2.209920 0.07804600 12738
SB7_739 0.24511100 0.81030500 0.64134400 1.20953700 1.66529000 0.568863 0.03837800 12739
SB7_740 0.28920600 0.96809600 0.78333900 1.83739100 1.18514600 3.694345 0.08214900 12740
SB7_741 0.43209100 0.62504500 2.49828600 0.68928900 0.71063300 0.941845 0.04174000 12741
SB7_742 0.35001900 0.89813700 0.30655300 0.27546200 0.69404400 1.552708 0.05481000 12742
SB7_743 0.12127200 0.70838200 1.66664400 3.27313500 1.71147500 0.396109 0.01377600 12743
SB7_744 0.14464300 0.86785500 2.05620400 0.48738600 1.41483000 2.859058 0.07137800 12744
SB7_745 0.37663600 0.72655500 0.99398200 2.59841700 0.59342200 0.723578 0.03221900 12745
SB7_746 0.40863600 0.99721200 1.85769100 1.15720000 0.85823200 1.699522 0.06435100 12746
SB7_747 0.26265000 0.60881900 0.26338800 0.77911400 1.38724500 0.430402 0.02456700 12747
SB7_748 0.22159400 0.76352700 0.47544400 0.50713800 1.96786900 1.015431 0.05584300 12748
SB7_749 0.45048600 0.83005300 1.07474800 1.48888000 0.60341200 0.260265 0.01555100 12749
SB7_750 0.33245500 0.69679200 0.50531500 3.42100500 0.83554800 2.414173 0.08850500 12750
SB7_751 0.18961900 0.90997200 3.87339000 0.31087500 1.00762400 0.619208 0.04758800 12751
SB7_752 0.18649400 0.73948600 0.33093600 1.39141600 0.64658200 0.302286 0.08512600 12752
SB7_753 0.34183000 0.85443700 1.47852500 0.95699400 1.84196700 1.232966 0.04596500 12753
SB7_754 0.47236100 0.61894200 0.72471000 0.41424700 1.07098200 0.508225 0.05809000 12754
SB7_755 0.20596900 0.98679800 2.82023800 2.25761300 0.78420800 2.074406 0.01830300 12755
SB7_756 0.25952500 0.84140900 2.83463600 2.90862200 0.55248800 0.842021 0.06210600 12756
SB7_757 0.41801000 0.75168400 0.69048200 0.27000900 1.52438700 3.465458 0.02181200 12757
SB7_758 0.39851100 0.92477000 1.34805500 0.60957500 1.30916400 0.353895 0.07475800 12758
SB7_759 0.12901800 0.68170100 0.37904700 1.82942900 0.90732300 1.457462 0.03383900 12759
SB7_760 0.10564800 0.94136900 0.56806600 0.76367900 0.75928600 0.773462 0.05131500 12760
SB7_761 0.37189400 0.65299300 3.59771300 1.02833500 1.10576100 3.172132 0.01227100 12761
SB7_762 0.44146600 0.82365700 0.42231300 2.58714000 1.82371700 0.459771 0.08428000 12762
SB7_763 0.28608200 0.78232700 1.15855800 0.43102900 0.65283200 1.886862 0.04461000 12763
SB7_764 0.22948600 0.64021600 1.72083400 0.33833800 0.91799400 0.278214 0.07591800 12764
SB7_765 0.49883300 0.95341500 0.29690200 3.93544700 1.29350900 1.126602 0.03550600 12765
SB7_766 0.31842300 0.72016000 2.22257500 1.59633600 1.57502200 0.661449 0.06856900 12766
SB7_767 0.15988900 0.88665400 0.88052200 0.58582600 0.53454600 2.680345 0.02753200 12767
SB7_768 0.16071800 0.92988700 1.67906500 0.28199400 1.10247400 0.985566 0.06869500 12768
SB7_769 0.31759200 0.66359300 0.30432500 3.31185800 0.76161400 3.849668 0.02770000 12769
SB7_770 0.49966100 0.81012300 2.49656800 1.91015500 0.65486900 0.414252 0.07573000 12770
SB7_771 0.22865500 0.79673500 0.78399100 0.69426400 1.81819900 1.619218 0.03536000 12771
SB7_772 0.28691200 0.62640100 0.63493000 0.91659800 1.29041400 0.350682 0.08407300 12772
SB7_773 0.44063700 0.96790800 3.21898700 1.22157000 0.92011800 1.382148 0.04452300 12773
SB7_774 0.37272400 0.70898200 0.41003600 2.16141000 0.53579900 0.589555 0.05142200 12774
SB7_775 0.10481800 0.89714400 1.19328900 0.36383800 1.57120400 2.325152 0.01249700 12775
SB7_776 0.12828700 0.72517100 3.91230700 3.45503900 1.83773400 0.270888 0.07484400 12776
SB7_777 0.39924400 0.86806400 0.50021800 0.32406200 0.64812600 1.063823 0.03404400 12777
SB7_778 0.41727900 0.60824000 1.07095500 0.51452900 0.78612200 0.644099 0.06188100 12778
SB7_779 0.26025800 0.99817800 0.47706400 1.52832000 1.06846500 2.531151 0.02170600 12779
SB7_780 0.20523600 0.83101300 0.26145200 1.17089100 1.51971100 0.762794 0.05792300 12780
SB7_781 0.47309300 0.76295500 1.87139200 0.79759000 0.55414200 2.957784 0.01817800 12781
SB7_782 0.34109700 0.91017500 0.99472200 0.49090400 0.91006800 0.453383 0.08527100 12782
SB7_783 0.18722600 0.69541400 2.05460000 2.70131700 1.30510600 1.759249 0.04615200 12783
SB7_784 0.19035100 0.85344400 0.37982900 0.60520700 0.59202700 3.594099 0.08861300 12784
SB7_785 0.33172200 0.74008600 1.34513100 1.75974000 1.41828400 0.885289 0.04781000 12785
SB7_786 0.45121800 0.98661000 0.68630300 2.87461400 1.39055800 1.510672 0.05563900 12786
SB7_787 0.22086100 0.62029800 2.85154500 0.26375400 0.85625900 0.372364 0.01546200 12787
SB7_788 0.26338300 0.75303400 2.80658900 0.40829700 0.60154200 1.290366 0.06416700 12788
SB7_789 0.40790400 0.84122800 0.72819100 2.19935300 1.97382100 0.315007 0.02442000 12789
SB7_790 0.37736900 0.68229500 1.49143000 1.37771000 1.01063900 2.169322 0.07150500 12790
SB7_791 0.14391100 0.92378300 0.32805800 0.91805000 0.83298500 0.529929 0.03238300 12791
SB7_792 0.12044300 0.65161500 0.88483300 1.55514000 0.98619200 1.187509 0.05495800 12792
SB7_793 0.35085000 0.94157300 2.21201200 0.57741100 1.20775800 0.287809 0.01396100 12793
SB7_794 0.43126200 0.78175500 0.29434200 0.32457000 1.67039700 2.823583 0.08198400 12794
SB7_795 0.29003700 0.82461600 1.73599700 3.89668100 0.50284300 0.684781 0.04161200 12795
SB7_796 0.24428000 0.95438100 1.15614000 2.48858900 0.70891000 3.301743 0.07782200 12796
SB7_797 0.47778700 0.63963700 0.42321700 0.42794000 1.18792500 0.810425 0.03826900 12797
SB7_798 0.30821700 0.88686300 3.61949000 0.74598800 1.71543500 1.962459 0.06516100 12798
SB7_799 0.16384300 0.71877600 0.56468000 1.01631100 0.69238300 0.482029 0.02623400 12799
SB7_800 0.17160600 0.60102100 0.34958600 0.37380400 0.51945100 1.426016 0.07676400 12800
SB7_801 0.30047500 0.99251000 1.46159800 2.01457800 1.61681700 0.361702 0.03713600 12801
SB7_802 0.48246700 0.73435900 0.74914600 1.26881300 1.22091700 3.392916 0.06878900 12802
SB7_803 0.23960700 0.87255100 2.61255100 0.84506000 0.97546000 0.860034 0.02978700 12803
SB7_804 0.29463100 0.90528800 3.05584600 0.66126100 0.68489200 2.028898 0.05109200 12804
SB7_805 0.42664800 0.68897600 0.66886300 1.92045300 1.73438200 0.519619 0.01001800 12805
SB7_806 0.35862300 0.83471800 1.36181900 3.12019400 1.14989500 1.206759 0.08343100 12806
SB7_807 0.11266200 0.77136100 0.35931200 0.28662800 0.73243400 0.308847 0.04298300 12807
SB7_808 0.13919400 0.80563900 0.57464400 2.71586500 0.86544200 2.622434 0.06061300 12808
SB7_809 0.38210300 0.78755000 3.40577600 0.46757600 1.37565800 0.676049 0.02079000 12809
SB7_810 0.40000600 0.93555800 0.45588500 0.81068200 1.46488200 1.103029 0.07264000 12810
SB7_811 0.27128500 0.67081500 1.12076900 1.10313500 0.57313400 0.284156 0.03344200 12811
SB7_812 0.21302600 0.70057900 1.77645500 1.42448800 0.80645400 1.845528 0.08724200 12812
SB7_813 0.45903600 0.89344100 0.27541000 0.52863200 1.04399800 0.470073 0.04636400 12813
SB7_814 0.32696900 0.63284200 2.34464900 0.29876500 1.95279400 3.104679 0.05958000 12814
SB7_815 0.19509800 0.97279800 0.87162300 3.58868000 0.60808300 0.790275 0.01932800 12815
SB7_816 0.17947400 0.77766000 1.29260000 0.99576900 1.05701800 0.387433 0.05686700 12816
SB7_817 0.34884500 0.81582300 0.39527900 1.32640900 0.79455200 1.587502 0.01704100 12817
SB7_818 0.46841100 0.65767800 3.22354200 2.35965800 0.62744200 0.921815 0.08890300 12818
SB7_819 0.20990100 0.94918500 0.60712300 0.39740900 1.89811600 3.774651 0.04970300 12819
SB7_820 0.25566000 0.87885100 0.82637100 0.25949100 1.34818700 0.556571 0.07098100 12820
SB7_821 0.42188200 0.71546300 2.47306400 3.05118400 0.88108000 2.258699 0.03010100 12821
SB7_822 0.39147900 0.96121200 0.31646500 1.75030800 0.56016700 0.331040 0.06332900 12822
SB7_823 0.13606900 0.64491800 1.54601300 0.63541100 1.50352400 1.342505 0.02307400 12823
SB7_824 0.10953700 0.97900100 2.12555800 1.07873000 1.75987700 0.605625 0.08052200 12824
SB7_825 0.36799800 0.61423900 0.92079400 0.73394300 0.67649900 2.468296 0.04089200 12825
SB7_826 0.44852300 0.86224000 1.96240300 0.44929000 0.75332700 0.254733 0.05255800 12826
SB7_827 0.27900500 0.74418300 0.26037500 2.47526500 1.11448400 1.037473 0.01355300 12827
SB7_828 0.23648200 0.67701700 0.48029300 3.75156100 1.58855500 0.421115 0.06732600 12828
SB7_829 0.49184200 0.91695600 1.01878100 0.35205300 0.53000300 1.737016 0.02625000 12829
SB7_830 0.32234900 0.75635000 0.54474300 0.56200500 0.95065100 0.708432 0.07967500 12830
SB7_831 0.15598100 0.84924300 3.75207400 1.66850000 1.24910000 2.920220 0.03922500 12831
