# Name Omega_m, sigma_8 ASN1 AAGN1 ASN2 AAGN2 Omega_b seed
SB7_623 0.19263 0.84015 2.51124 1.09566 0.88459 1.11458 0.013333 12623
SB7_624 0.18325 0.61029 0.42919 0.25564 1.47097 1.59526 0.050794 12624
SB7_625 0.33883 0.99535 1.13999 3.06783 0.57231 0.79173 0.010619 12625
SB7_626 0.46926 0.73093 0.55887 1.73386 0.86201 1.03424 0.083455 12626
SB7_627 0.20281 0.86308 3.65697 0.64404 1.37740 0.51348 0.042656 12627
SB7_628 0.25628 0.90832 2.18546 0.98808 1.93946 1.35179 0.076349 12628
SB7_629 0.41500 0.69805 0.89547 1.34578 0.61393 0.66790 0.037229 12629
SB7_630 0.39542 0.82506 1.74797 2.33333 0.81186 1.75272 0.069322 12630
SB7_631 0.12587 0.76813 0.29229 0.40134 1.03424 0.86629 0.029577 12631
SB7_632 0.10235 0.80885 0.73676 3.80638 1.22247 1.29679 0.087140 12632
SB7_633 0.36895 0.79722 2.77407 0.34933 0.97159 0.63842 0.046770 12633
SB7_634 0.43841 0.92647 0.32569 0.56757 0.51870 1.99964 0.059800 12634
SB7_635 0.28288 0.66779 1.50235 1.64987 1.62353 0.98475 0.018805 12635
SB7_636 0.22618 0.71006 1.32690 1.08463 1.13915 1.52900 0.060003 12636
SB7_637 0.49588 0.89685 0.38510 0.72305 0.73735 0.75752 0.021078 12637
SB7_638 0.31537 0.63002 2.88229 0.45539 0.69147 1.17879 0.072977 12638
SB7_639 0.15670 0.96352 0.67907 2.45198 1.72253 0.58422 0.033428 12639
SB7_640 0.15791 0.70441 3.51785 0.36209 0.89004 1.96490 0.054237 12640
SB7_641 0.31337 0.88946 0.55639 2.17483 1.33813 0.99133 0.014687 12641
SB7_642 0.49378 0.63677 1.18297 1.22748 1.49028 1.27388 0.081263 12642
SB7_643 0.22751 0.96891 0.43195 0.91097 0.56357 0.64292 0.042338 12643
SB7_644 0.28176 0.80171 0.29080 0.69833 0.80270 1.17117 0.078540 12644
SB7_645 0.44032 0.79143 1.68258 1.90164 1.04922 0.59444 0.037546 12645
SB7_646 0.37075 0.93172 0.90059 3.29260 1.88156 1.51854 0.065880 12646
SB7_647 0.10133 0.67479 2.26944 0.28327 0.63131 0.77101 0.025510 12647
SB7_648 0.12787 0.90302 1.51008 2.68926 0.52250 1.03010 0.088081 12648
SB7_649 0.39419 0.69139 0.33834 0.49379 1.60687 0.52113 0.048337 12649
SB7_650 0.41369 0.83235 2.75823 0.80118 1.26864 1.58841 0.055109 12650
SB7_651 0.25838 0.77368 0.70951 1.16409 0.93847 0.80384 0.015988 12651
SB7_652 0.20091 0.60339 0.70594 1.53780 0.66698 1.72727 0.064696 12652
SB7_653 0.47038 0.99019 2.89509 0.51206 1.78032 0.86962 0.023896 12653
SB7_654 0.33986 0.73663 0.37110 0.32207 1.13202 1.33165 0.072034 12654
SB7_655 0.18144 0.87013 1.31847 3.47179 0.74373 0.67067 0.031859 12655
SB7_656 0.19082 0.68090 0.97214 0.92247 1.74964 0.93733 0.074320 12656
SB7_657 0.33673 0.91302 2.01311 1.36921 0.68070 1.90304 0.034573 12657
SB7_658 0.45476 0.76033 0.26901 2.18874 0.72500 0.60769 0.061357 12658
SB7_659 0.22279 0.84541 1.89925 0.41082 1.15844 1.23421 0.022235 12659
SB7_660 0.26775 0.97502 1.05219 0.26221 1.63118 0.56206 0.058449 12660
SB7_661 0.41056 0.61807 0.46500 2.88750 0.51632 1.13431 0.017647 12661
SB7_662 0.37857 0.85836 3.96006 1.77002 0.96564 0.72877 0.085798 12662
SB7_663 0.14975 0.74811 0.51609 0.60250 1.23010 1.47123 0.045620 12663
SB7_664 0.12320 0.87653 0.41722 1.02086 1.02783 0.53879 0.067971 12664
SB7_665 0.35512 0.71783 1.22473 0.74164 0.81686 1.08504 0.028419 12665
SB7_666 0.43719 0.95879 0.62710 0.42602 0.61676 0.83081 0.075007 12666
SB7_667 0.29113 0.64719 3.12112 2.50314 1.93038 1.67367 0.036079 12667
SB7_668 0.24938 0.78008 2.55525 3.87263 1.35447 0.89910 0.084799 12668
SB7_669 0.47815 0.81355 0.79986 0.32614 0.87668 1.81937 0.043802 12669
SB7_670 0.31025 0.65999 1.63240 0.58098 0.58136 0.69317 0.052148 12670
SB7_671 0.16729 0.94681 0.29974 1.54765 1.44819 1.40314 0.011776 12671
SB7_672 0.17207 0.82708 0.52816 0.28481 1.99405 0.60381 0.081241 12672
SB7_673 0.30547 0.76684 3.70566 3.13586 0.59710 1.18941 0.040168 12673
SB7_674 0.48601 0.90634 0.49293 1.93269 0.82572 0.93138 0.053277 12674
SB7_675 0.24154 0.69939 1.03657 0.65798 1.01686 1.83406 0.012829 12675
SB7_676 0.29901 0.72901 1.93292 0.84900 1.43270 0.71969 0.066604 12676
SB7_677 0.42931 0.86409 0.25315 1.26123 0.58761 1.42670 0.026977 12677
SB7_678 0.35982 0.61217 2.16868 2.00524 0.84872 0.55504 0.078954 12678
SB7_679 0.11850 0.99430 0.94248 0.37606 1.39900 1.09992 0.039951 12679
SB7_680 0.14195 0.62877 0.32119 3.56722 1.17121 0.81882 0.057395 12680
SB7_681 0.38637 0.96559 1.59078 0.30016 0.71714 1.62613 0.016518 12681
SB7_682 0.40594 0.71125 0.80972 0.53182 0.70327 0.53104 0.089432 12682
SB7_683 0.27239 0.89473 2.41702 1.41789 1.69359 1.05426 0.049179 12683
SB7_684 0.21813 0.92762 3.32566 1.10867 1.19066 0.68638 0.070450 12684
SB7_685 0.45940 0.66601 0.61451 0.80557 0.99756 1.35700 0.030627 12685
SB7_686 0.32899 0.80776 1.25987 0.46525 0.51071 0.89025 0.062798 12686
SB7_687 0.19854 0.79906 0.38834 2.73319 1.64899 1.75948 0.023600 12687
SB7_688 0.17666 0.95040 2.28460 0.63945 0.92829 1.25794 0.061139 12688
SB7_689 0.34462 0.64347 0.85664 1.74158 1.28263 0.62344 0.020259 12689
SB7_690 0.46253 0.88298 1.83219 3.03184 1.55539 1.94037 0.073166 12690
SB7_691 0.20876 0.72271 0.27887 0.26079 0.53983 0.96133 0.032911 12691
SB7_692 0.25051 0.65550 0.44683 0.39556 0.76832 1.50888 0.086718 12692
SB7_693 0.42157 0.93764 1.09495 2.37385 1.09573 0.74308 0.046893 12693
SB7_694 0.38950 0.78573 0.58339 1.33258 1.79975 1.16369 0.059057 12694
SB7_695 0.13258 0.82078 3.50307 0.98980 0.65974 0.57288 0.019856 12695
SB7_696 0.10912 0.75545 1.38986 1.67853 0.54561 1.57281 0.077490 12696
SB7_697 0.36294 0.83896 0.36763 0.55940 1.53944 0.77737 0.036415 12697
SB7_698 0.44494 0.68462 3.01083 0.34994 1.32384 1.02004 0.069516 12698
SB7_699 0.27713 0.92142 0.65005 3.76903 0.89970 0.50399 0.029065 12699
SB7_700 0.23216 0.85113 0.76863 2.46290 0.63809 1.31251 0.050367 12700
SB7_701 0.48913 0.74246 2.65919 0.45215 1.86144 0.65163 0.010738 12701
SB7_702 0.32110 0.98420 0.33884 0.73760 1.08371 1.70236 0.082707 12702
SB7_703 0.15019 0.62257 1.44407 1.07190 0.77710 0.84490 0.043702 12703
SB7_704 0.15525 0.99349 0.35956 3.18555 0.67449 0.73571 0.079468 12704
SB7_705 0.32308 0.60042 1.36069 0.29557 1.76527 1.45735 0.039137 12705
SB7_706 0.49111 0.87273 0.66391 0.66367 1.11796 0.56741 0.067433 12706
SB7_707 0.23721 0.73301 3.07820 1.99279 0.75105 1.12361 0.026477 12707
SB7_708 0.27827 0.68762 2.60345 1.26999 0.52873 0.61681 0.052684 12708
SB7_709 0.44926 0.90547 0.75174 0.87452 1.59223 1.21596 0.013721 12709
SB7_710 0.36727 0.77076 1.47637 0.38060 1.25203 0.95139 0.080335 12710
SB7_711 0.11027 0.83571 0.34608 2.07180 0.94835 1.87491 0.040746 12711
SB7_712 0.13690 0.78893 0.87471 0.30918 0.79273 0.70166 0.063162 12712
SB7_713 0.39065 0.80543 2.33670 3.59202 1.05954 1.38615 0.022949 12713
SB7_714 0.42271 0.67139 0.27267 1.46495 1.90275 0.91012 0.071126 12714
SB7_715 0.25483 0.93459 1.79455 0.53825 0.62597 1.79734 0.030287 12715
SB7_716 0.21073 0.89248 1.11993 0.83597 0.87838 0.83646 0.088989 12716
SB7_717 0.46758 0.70115 0.45624 1.12624 1.35222 1.66238 0.049909 12717
SB7_718 0.34967 0.97259 3.43101 2.81817 1.50807 0.54245 0.056642 12718
SB7_719 0.17864 0.63422 0.57044 0.46928 0.55843 1.07772 0.016936 12719
SB7_720 0.19427 0.81681 1.55542 1.68677 1.37242 1.54133 0.059397 12720
SB7_721 0.32780 0.77706 0.31459 0.63310 0.86755 0.75961 0.019181 12721
SB7_722 0.45820 0.94937 2.46799 0.25164 0.57450 1.18874 0.087370 12722
SB7_723 0.21385 0.65632 0.82817 2.98858 1.46151 0.58566 0.046529 12723
SB7_724 0.27046 0.71411 0.60187 2.29449 1.04076 1.28601 0.072748 12724
SB7_725 0.40084 0.87903 3.25185 0.39031 0.80889 0.63686 0.033665 12725
SB7_726 0.38127 0.64432 0.39720 0.96222 0.60990 1.98361 0.060410 12726
SB7_727 0.14003 0.96220 1.28641 1.32517 1.94680 0.98198 0.020701 12727
SB7_728 0.11339 0.61561 3.78469 0.55197 1.61193 1.34069 0.083207 12728
SB7_729 0.35789 0.97879 0.53998 1.62242 0.52107 0.66614 0.042874 12729
SB7_730 0.42738 0.74475 1.01382 3.74807 0.97845 1.73901 0.051181 12730
SB7_731 0.29390 0.86128 0.48259 0.34019 1.21729 0.86375 0.010223 12731
SB7_732 0.24034 0.91599 0.25881 0.44766 1.73018 1.60788 0.068938 12732
SB7_733 0.48173 0.67759 1.97418 2.38541 0.68650 0.79411 0.029972 12733
SB7_734 0.30121 0.84903 0.92272 1.05660 0.73413 1.04273 0.076598 12734
SB7_735 0.17087 0.75773 2.12101 0.71174 1.14714 0.51482 0.037007 12735
SB7_736 0.16301 0.66300 1.19742 2.10563 1.20400 1.14649 0.065071 12736
SB7_737 0.30905 0.93087 0.40861 0.35861 0.98918 0.58148 0.026030 12737
SB7_738 0.47696 0.79539 3.18667 0.87930 0.50434 1.48658 0.078046 12738
SB7_739 0.24511 0.81031 0.64134 1.20954 1.66529 0.75423 0.038378 12739
SB7_740 0.28921 0.96810 0.78334 1.83739 1.18515 1.92207 0.082149 12740
SB7_741 0.43209 0.62504 2.49829 0.68929 0.71063 0.97049 0.041740 12741
SB7_742 0.35002 0.89814 0.30655 0.27546 0.69404 1.24608 0.054810 12742
SB7_743 0.12127 0.70838 1.66664 3.27313 1.71148 0.62937 0.013776 12743
SB7_744 0.14464 0.86786 2.05620 0.48739 1.41483 1.69087 0.071378 12744
SB7_745 0.37664 0.72655 0.99398 2.59842 0.59342 0.85063 0.032219 12745
SB7_746 0.40864 0.99721 1.85769 1.15720 0.85823 1.30366 0.064351 12746
SB7_747 0.26265 0.60882 0.26339 0.77911 1.38725 0.65605 0.024567 12747
SB7_748 0.22159 0.76353 0.47544 0.50714 1.96787 1.00769 0.055843 12748
SB7_749 0.45049 0.83005 1.07475 1.48888 0.60341 0.51016 0.015551 12749
SB7_750 0.33246 0.69679 0.50531 3.42101 0.83555 1.55376 0.088505 12750
SB7_751 0.18962 0.90997 3.87339 0.31088 1.00762 0.78690 0.047588 12751
SB7_752 0.18649 0.73949 0.33094 1.39142 0.64658 0.54980 0.085126 12752
SB7_753 0.34183 0.85444 1.47853 0.95699 1.84197 1.11039 0.045965 12753
SB7_754 0.47236 0.61894 0.72471 0.41425 1.07098 0.71290 0.058090 12754
SB7_755 0.20597 0.98680 2.82024 2.25761 0.78421 1.44028 0.018303 12755
SB7_756 0.25953 0.84141 2.83464 2.90862 0.55249 0.91762 0.062106 12756
SB7_757 0.41801 0.75168 0.69048 0.27001 1.52439 1.86157 0.021812 12757
SB7_758 0.39851 0.92477 1.34806 0.60957 1.30916 0.59489 0.074758 12758
SB7_759 0.12902 0.68170 0.37905 1.82943 0.90732 1.20725 0.033839 12759
SB7_760 0.10565 0.94137 0.56807 0.76368 0.75929 0.87947 0.051315 12760
SB7_761 0.37189 0.65299 3.59771 1.02833 1.10576 1.78105 0.012271 12761
SB7_762 0.44147 0.82366 0.42231 2.58714 1.82372 0.67806 0.084280 12762
SB7_763 0.28608 0.78233 1.15856 0.43103 0.65283 1.37363 0.044610 12763
SB7_764 0.22949 0.64022 1.72083 0.33834 0.91799 0.52746 0.075918 12764
SB7_765 0.49883 0.95342 0.29690 3.93545 1.29351 1.06141 0.035506 12765
SB7_766 0.31842 0.72016 2.22257 1.59634 1.57502 0.81329 0.068569 12766
SB7_767 0.15989 0.88665 0.88052 0.58583 0.53455 1.63718 0.027532 12767
SB7_768 0.16072 0.92989 1.67907 0.28199 1.10247 0.99276 0.068695 12768
SB7_769 0.31759 0.66359 0.30433 3.31186 0.76161 1.96206 0.027700 12769
SB7_770 0.49966 0.81012 2.49657 1.91016 0.65487 0.64362 0.075730 12770
SB7_771 0.22865 0.79673 0.78399 0.69426 1.81820 1.27249 0.035360 12771
SB7_772 0.28691 0.62640 0.63493 0.91660 1.29041 0.59218 0.084073 12772
SB7_773 0.44064 0.96791 3.21899 1.22157 0.92012 1.17565 0.044523 12773
SB7_774 0.37272 0.70898 0.41004 2.16141 0.53580 0.76782 0.051422 12774
SB7_775 0.10482 0.89714 1.19329 0.36384 1.57120 1.52485 0.012497 12775
SB7_776 0.12829 0.72517 3.91231 3.45504 1.83773 0.52047 0.074844 12776
SB7_777 0.39924 0.86806 0.50022 0.32406 0.64813 1.03142 0.034044 12777
SB7_778 0.41728 0.60824 1.07096 0.51453 0.78612 0.80256 0.061881 12778
SB7_779 0.26026 0.99818 0.47706 1.52832 1.06846 1.59096 0.021706 12779
SB7_780 0.20524 0.83101 0.26145 1.17089 1.51971 0.87338 0.057923 12780
SB7_781 0.47309 0.76296 1.87139 0.79759 0.55414 1.71982 0.018178 12781
SB7_782 0.34110 0.91017 0.99472 0.49090 0.91007 0.67334 0.085271 12782
SB7_783 0.18723 0.69541 2.05460 2.70132 1.30511 1.32637 0.046152 12783
SB7_784 0.19035 0.85344 0.37983 0.60521 0.59203 1.89581 0.088613 12784
SB7_785 0.33172 0.74009 1.34513 1.75974 1.41828 0.94090 0.047810 12785
SB7_786 0.45122 0.98661 0.68630 2.87461 1.39056 1.22909 0.055639 12786
SB7_787 0.22086 0.62030 2.85155 0.26375 0.85626 0.61022 0.015462 12787
SB7_788 0.26338 0.75303 2.80659 0.40830 0.60154 1.13594 0.064167 12788
SB7_789 0.40790 0.84123 0.72819 2.19935 1.97382 0.56125 0.024420 12789
SB7_790 0.37737 0.68229 1.49143 1.37771 1.01064 1.47286 0.071505 12790
SB7_791 0.14391 0.92378 0.32806 0.91805 0.83298 0.72796 0.032383 12791
SB7_792 0.12044 0.65162 0.88483 1.55514 0.98619 1.08973 0.054958 12792
SB7_793 0.35085 0.94157 2.21201 0.57741 1.20776 0.53648 0.013961 12793
SB7_794 0.43126 0.78175 0.29434 0.32457 1.67040 1.68035 0.081984 12794
SB7_795 0.29004 0.82462 1.73600 3.89668 0.50284 0.82752 0.041612 12795
SB7_796 0.24428 0.95438 1.15614 2.48859 0.70891 1.81707 0.077822 12796
SB7_797 0.47779 0.63964 0.42322 0.42794 1.18792 0.90024 0.038269 12797
SB7_798 0.30822 0.88686 3.61949 0.74599 1.71544 1.40088 0.065161 12798
SB7_799 0.16384 0.71878 0.56468 1.01631 0.69238 0.69428 0.026234 12799
SB7_800 0.17161 0.60102 0.34959 0.37380 0.51945 1.19416 0.076764 12800
SB7_801 0.30047 0.99251 1.46160 2.01458 1.61682 0.60142 0.037136 12801
SB7_802 0.48247 0.73436 0.74915 1.26881 1.22092 1.84199 0.068789 12802
SB7_803 0.23961 0.87255 2.61255 0.84506 0.97546 0.92738 0.029787 12803
SB7_804 0.29463 0.90529 3.05585 0.66126 0.68489 1.42439 0.051092 12804
SB7_805 0.42665 0.68898 0.66886 1.92045 1.73438 0.72085 0.010018 12805
SB7_806 0.35862 0.83472 1.36182 3.12019 1.14989 1.09853 0.083431 12806
SB7_807 0.11266 0.77136 0.35931 0.28663 0.73243 0.55574 0.042983 12807
SB7_808 0.13919 0.80564 0.57464 2.71586 0.86544 1.61939 0.060613 12808
SB7_809 0.38210 0.78755 3.40578 0.46758 1.37566 0.82222 0.020790 12809
SB7_810 0.40001 0.93556 0.45588 0.81068 1.46488 1.05025 0.072640 12810
SB7_811 0.27128 0.67082 1.12077 1.10313 0.57313 0.53306 0.033442 12811
SB7_812 0.21303 0.70058 1.77645 1.42449 0.80645 1.35850 0.087242 12812
SB7_813 0.45904 0.89344 0.27541 0.52863 1.04400 0.68562 0.046364 12813
SB7_814 0.32697 0.63284 2.34465 0.29877 1.95279 1.76201 0.059580 12814
SB7_815 0.19510 0.97280 0.87162 3.58868 0.60808 0.88897 0.019328 12815
SB7_816 0.17947 0.77766 1.29260 0.99577 1.05702 0.62244 0.056867 12816
SB7_817 0.34885 0.81582 0.39528 1.32641 0.79455 1.25996 0.017041 12817
SB7_818 0.46841 0.65768 3.22354 2.35966 0.62744 0.96011 0.088903 12818
SB7_819 0.20990 0.94918 0.60712 0.39741 1.89812 1.94285 0.049703 12819
SB7_820 0.25566 0.87885 0.82637 0.25949 1.34819 0.74604 0.070981 12820
SB7_821 0.42188 0.71546 2.47306 3.05118 0.88108 1.50290 0.030101 12821
SB7_822 0.39148 0.96121 0.31646 1.75031 0.56017 0.57536 0.063329 12822
SB7_823 0.13607 0.64492 1.54601 0.63541 1.50352 1.15867 0.023074 12823
SB7_824 0.10954 0.97900 2.12556 1.07873 1.75988 0.77822 0.080522 12824
SB7_825 0.36800 0.61424 0.92079 0.73394 0.67650 1.57108 0.040892 12825
SB7_826 0.44852 0.86224 1.96240 0.44929 0.75333 0.50471 0.052558 12826
SB7_827 0.27901 0.74418 0.26038 2.47526 1.11448 1.01856 0.013553 12827
SB7_828 0.23648 0.67702 0.48029 3.75156 1.58855 0.64893 0.067326 12828
SB7_829 0.49184 0.91696 1.01878 0.35205 0.53000 1.31796 0.026250 12829
SB7_830 0.32235 0.75635 0.54474 0.56200 0.95065 0.84168 0.079675 12830
SB7_831 0.15598 0.84924 3.75207 1.66850 1.24910 1.70887 0.039225 12831
SB7_832 0.15093 0.76584 0.94170 2.08500 1.53571 1.45502 0.082520 12832
SB7_833 0.32037 0.82768 2.17018 0.37871 0.54688 0.73689 0.043556 12833
SB7_834 0.48987 0.69921 0.25500 0.86899 0.90178 1.12218 0.050494 12834
SB7_835 0.23143 0.90770 1.91862 1.27637 1.32068 0.56814 0.010906 12835
SB7_836 0.27786 0.86544 1.04016 1.98355 1.85581 1.22080 0.069623 12836
SB7_837 0.44421 0.72882 0.49121 0.66768 0.64008 0.61436 0.029292 12837
SB7_838 0.36367 0.99489 3.66847 0.29695 0.77948 1.88302 0.077283 12838
SB7_839 0.10839 0.61118 0.53350 3.16652 1.08049 0.94729 0.036328 12839
SB7_840 0.13174 0.96421 0.38702 0.47211 1.27865 1.38766 0.058832 12840
SB7_841 0.39033 0.62897 1.26433 2.80512 0.93110 0.70090 0.019751 12841
SB7_842 0.42074 0.89416 0.62077 1.11951 0.54144 1.79993 0.086804 12842
SB7_843 0.25134 0.71221 3.29259 0.83988 1.55062 0.90881 0.047099 12843
SB7_844 0.20793 0.66698 2.41892 0.53557 1.09315 1.65551 0.073311 12844
SB7_845 0.46336 0.92704 0.80912 1.47429 0.77019 0.83993 0.033097 12845
SB7_846 0.34379 0.79927 1.57913 3.61003 0.66131 1.07362 0.060972 12846
SB7_847 0.17749 0.80637 0.32357 0.30723 1.79561 0.54453 0.020134 12847
SB7_848 0.19937 0.64248 3.48230 1.31678 0.71494 0.76264 0.062595 12848
SB7_849 0.32816 0.95100 0.58695 0.96704 1.17471 1.53520 0.023512 12849
SB7_850 0.46024 0.72253 1.09734 0.39279 1.69871 0.58819 0.070558 12850
SB7_851 0.21730 0.88433 0.44591 2.28304 0.70110 1.18363 0.030850 12851
SB7_852 0.27322 0.93900 0.28131 3.00249 0.99527 0.63583 0.089560 12852
SB7_853 0.40511 0.65531 1.81634 0.25013 1.19351 1.28809 0.049343 12853
SB7_854 0.38720 0.82139 0.85255 0.63015 1.65301 0.98073 0.057211 12854
SB7_855 0.14112 0.78474 2.29571 1.69692 0.50951 1.98611 0.016371 12855
SB7_856 0.11776 0.83757 1.43146 0.70747 0.59567 0.66338 0.078788 12856
SB7_857 0.36055 0.75566 0.34179 1.06152 1.99867 1.34627 0.039822 12857
SB7_858 0.42858 0.92084 2.67188 2.39975 1.01924 0.86047 0.066752 12858
SB7_859 0.29974 0.68558 0.76488 0.44558 0.82372 1.74563 0.027162 12859
SB7_860 0.24081 0.74342 0.65395 0.34189 0.58586 0.79499 0.053367 12860
SB7_861 0.48674 0.85055 2.99271 3.72433 1.43709 1.60611 0.013033 12861
SB7_862 0.30474 0.62277 0.36685 1.61431 1.40336 0.51556 0.081017 12862
SB7_863 0.17280 0.98282 1.39277 0.55548 0.84615 1.04124 0.040059 12863
SB7_864 0.16812 0.89006 2.26153 3.28898 0.81497 0.57927 0.052000 12864
SB7_865 0.30942 0.70342 0.90370 0.27377 1.03029 1.15085 0.011591 12865
SB7_866 0.47898 0.97027 1.69958 0.68597 1.93507 0.75110 0.084964 12866
SB7_867 0.24855 0.63659 0.28788 1.84880 0.61532 1.49276 0.043931 12867
SB7_868 0.29196 0.79125 0.43225 1.20250 0.87400 0.97188 0.075231 12868
SB7_869 0.43636 0.80306 1.18199 0.88327 1.35851 1.91932 0.036188 12869
SB7_870 0.35596 0.67381 0.55227 0.36071 1.45258 0.63007 0.067881 12870
SB7_871 0.12237 0.93232 3.54359 2.09624 0.57955 1.24470 0.028214 12871
SB7_872 0.14902 0.69160 1.31748 0.31227 0.67867 0.85431 0.085689 12872
SB7_873 0.37930 0.90164 0.37139 3.40113 1.75503 1.68361 0.045397 12873
SB7_874 0.40983 0.77464 2.91654 1.48223 1.16204 0.65867 0.058652 12874
SB7_875 0.26848 0.83178 0.70077 0.51012 0.72282 1.29848 0.017736 12875
SB7_876 0.22205 0.98961 0.71203 0.77432 0.51509 0.50952 0.061541 12876
SB7_877 0.45549 0.60436 2.74889 1.16281 1.63494 1.00896 0.022382 12877
SB7_878 0.33600 0.86875 0.33497 2.61454 1.23300 0.78563 0.074193 12878
SB7_879 0.19155 0.73684 1.52546 0.48505 0.96329 1.55627 0.034409 12879
SB7_880 0.18218 0.91362 0.51162 1.82060 1.60202 1.11199 0.071948 12880
SB7_881 0.33912 0.67991 3.99483 0.61335 0.52413 0.54901 0.031653 12881
SB7_882 0.47111 0.84676 0.46726 0.27131 0.94135 1.44185 0.064921 12882
SB7_883 0.20018 0.76015 1.04716 2.89068 1.26486 0.71212 0.024002 12883
SB7_884 0.25911 0.61789 1.91080 2.27080 1.77598 1.85450 0.055275 12884
SB7_885 0.41295 0.97638 0.26742 0.41239 0.66855 0.92112 0.016113 12885
SB7_886 0.39493 0.74712 2.00897 0.95141 0.74545 1.20227 0.087937 12886
SB7_887 0.12714 0.85896 0.97426 1.39766 1.12932 0.59736 0.048151 12887
SB7_888 0.10050 0.71804 0.29794 0.58319 1.33499 1.77879 0.065754 12888
SB7_889 0.37158 0.87515 1.64220 1.60567 0.89220 0.88059 0.025342 12889
SB7_890 0.43949 0.64816 0.80153 3.95308 0.56492 1.37143 0.078728 12890
SB7_891 0.28259 0.95822 2.54978 0.33637 1.48684 0.67915 0.037692 12891
SB7_892 0.22667 0.81298 3.14825 0.43369 1.04595 1.06601 0.081470 12892
SB7_893 0.49461 0.78104 0.62162 2.57467 0.80513 0.52518 0.042425 12893
SB7_894 0.31254 0.94544 1.21877 1.02199 0.63319 1.64369 0.054130 12894
SB7_895 0.15874 0.66020 0.41921 0.76737 1.87581 0.81007 0.014461 12895
SB7_896 0.15743 0.82024 1.08877 1.28891 0.96930 1.36249 0.072889 12896
SB7_897 0.31464 0.78653 0.46926 0.86756 1.22545 0.69103 0.033221 12897
SB7_898 0.49661 0.94010 3.85027 0.38428 1.62741 1.76665 0.060229 12898
SB7_899 0.22545 0.65348 0.50828 2.04923 0.51751 0.89633 0.021185 12899
SB7_900 0.28361 0.72377 0.97910 3.20440 0.73506 1.61517 0.059968 12900
SB7_901 0.43768 0.88226 2.08737 0.29106 1.14259 0.81553 0.018932 12901
SB7_902 0.36968 0.64129 0.26584 0.67241 1.72769 1.04711 0.086994 12902
SB7_903 0.10162 0.95312 1.84044 1.97493 0.68935 0.52888 0.046582 12903
SB7_904 0.12504 0.62470 2.53722 0.82324 0.57058 1.42089 0.069196 12904
SB7_905 0.39625 0.98182 0.77142 1.13289 1.47556 0.71481 0.029410 12905
SB7_906 0.41417 0.74154 1.65187 2.79293 1.38163 1.09550 0.076535 12906
SB7_907 0.25711 0.85160 0.30934 0.47546 0.85944 0.55130 0.037373 12907
SB7_908 0.20198 0.91881 0.40319 0.30672 0.61244 1.19753 0.083661 12908
SB7_909 0.47009 0.68688 1.21356 3.64548 1.94401 0.60628 0.042742 12909
SB7_910 0.33800 0.83955 0.64495 1.44900 1.03663 1.84649 0.050688 12910
SB7_911 0.18408 0.75432 3.16899 0.54344 0.80992 0.93515 0.010394 12911
SB7_912 0.19346 0.99672 0.29288 2.32289 1.90549 0.65427 0.052933 12912
SB7_913 0.33487 0.61009 1.74470 0.38710 0.62338 1.32138 0.013149 12913
SB7_914 0.45446 0.86365 0.89002 0.96863 0.79172 0.84836 0.080281 12914
SB7_915 0.22386 0.72997 2.19914 1.30397 1.06376 1.71395 0.041122 12915
SB7_916 0.26648 0.69708 3.64004 1.70433 1.49372 0.77214 0.079912 12916
SB7_917 0.41105 0.90890 0.56148 0.62572 0.56227 1.56645 0.038996 12917
SB7_918 0.38062 0.76792 1.15018 0.25519 0.88667 0.50058 0.066949 12918
SB7_919 0.14691 0.82644 0.42541 2.96700 1.34321 1.01587 0.026657 12919
SB7_920 0.12350 0.79822 0.68219 0.44244 1.12242 0.74004 0.089121 12920
SB7_921 0.35405 0.80825 2.86872 2.41022 0.75009 1.49869 0.049455 12921
SB7_922 0.43455 0.66798 0.38166 1.04898 0.67170 0.57057 0.056471 12922
SB7_923 0.29299 0.92511 1.33865 0.72177 1.76781 1.15586 0.017429 12923
SB7_924 0.24733 0.89550 1.49941 0.54743 1.24369 0.62768 0.063724 12924
SB7_925 0.48098 0.71024 0.32631 1.64249 0.95730 1.26310 0.022690 12925
SB7_926 0.31152 0.96292 2.79121 3.68812 0.53237 0.96783 0.070760 12926
SB7_927 0.16680 0.63100 0.73221 0.34246 1.57708 1.94826 0.030351 12927
SB7_928 0.17470 0.74915 0.45338 1.86066 1.82603 0.87550 0.062277 12928
SB7_929 0.30362 0.85767 1.12694 0.68345 0.65024 1.73427 0.021319 12929
SB7_930 0.48572 0.61591 0.57771 0.27723 0.75819 0.67523 0.074626 12930
SB7_931 0.24261 0.97772 3.38767 3.22163 1.11035 1.33712 0.034293 12931
SB7_932 0.29773 0.84483 2.35601 2.12851 1.56030 0.51902 0.085493 12932
SB7_933 0.42980 0.76115 0.86743 0.35428 0.53813 1.02320 0.045902 12933
SB7_934 0.36187 0.91550 1.76582 0.89133 0.92681 0.80056 0.057529 12934
SB7_935 0.11567 0.67886 0.27707 1.20133 1.28467 1.57767 0.018562 12935
SB7_936 0.14225 0.94420 0.74529 0.50102 1.07543 0.59043 0.075971 12936
SB7_937 0.38530 0.66228 2.62607 1.50504 0.78308 1.16640 0.035130 12937
SB7_938 0.40331 0.81418 0.35158 3.39783 0.64402 0.76584 0.068319 12938
SB7_939 0.27424 0.77892 1.45335 0.31513 1.84431 1.51240 0.028103 12939
