#Name Omega_m sigma_8 A_SN1 A_AGN1 A_SN2 A_AGN2 seed
LH_729 0.31972 0.61468 0.85934 0.43290 0.94893 0.81300 30729
LH_730 0.48131 0.95041 1.22614 3.52167 1.21835 1.32286 30730
LH_731 0.10426 0.83044 3.27716 1.53270 1.64370 1.96818 30731
LH_732 0.21298 0.95947 0.73302 1.92139 0.60745 0.86801 30732
LH_733 0.26141 0.84562 3.67870 1.50041 1.06231 0.98597 30733
LH_734 0.16624 0.74814 0.34178 0.65099 1.67192 0.91729 30734
LH_735 0.31725 0.65075 1.93895 0.45804 0.62262 0.85781 30735
LH_736 0.12129 0.72221 0.76139 0.93134 0.81188 1.57333 30736
LH_737 0.15101 0.79449 1.50183 1.92829 0.79376 0.77254 30737
LH_738 0.49281 0.91272 0.30034 1.75859 1.57975 1.24566 30738
LH_739 0.13290 0.64228 0.38617 0.34895 1.94465 0.69654 30739
LH_740 0.46493 0.82955 0.56739 0.33126 1.66509 0.83033 30740
LH_741 0.23616 0.86202 0.69045 2.05622 1.13709 0.55134 30741
LH_742 0.41346 0.75066 1.40374 0.25310 0.59361 1.19446 30742
LH_743 0.18117 0.60989 1.25315 2.06420 1.62824 0.92611 30743
LH_744 0.12277 0.78225 0.54435 2.83202 1.53268 1.18560 30744
LH_745 0.22943 0.91093 3.61817 0.67122 0.80445 1.12028 30745
LH_746 0.21185 0.71510 2.48381 1.37565 0.58765 0.58617 30746
LH_747 0.12351 0.88175 1.94330 0.40671 1.80041 0.59307 30747
LH_748 0.38546 0.92361 0.84222 0.69100 0.81439 1.24135 30748
LH_749 0.21549 0.98514 0.68428 3.95606 1.84139 0.81482 30749
LH_750 0.23259 0.87036 2.07900 0.47672 0.64487 0.51360 30750
LH_751 0.38354 0.95372 3.85004 1.30960 0.97334 0.66426 30751
LH_752 0.22840 0.93434 1.61310 1.78339 0.66019 0.53940 30752
LH_753 0.21897 0.67079 1.50628 0.92807 1.57052 1.00516 30753
LH_754 0.31530 0.67353 0.58380 0.40107 0.59959 0.56202 30754
LH_755 0.12956 0.92289 0.39676 0.54288 0.58162 1.73011 30755
LH_756 0.22545 0.99974 0.61814 0.32620 1.70237 1.08592 30756
LH_757 0.49544 0.96907 3.66314 1.45710 1.60560 1.58459 30757
LH_758 0.36372 0.67618 2.61477 1.50648 0.97440 0.55009 30758
LH_759 0.29156 0.99109 0.52070 0.82952 0.93897 0.62153 30759
LH_760 0.34150 0.88761 1.07591 2.33805 1.87000 0.59483 30760
LH_761 0.25980 0.83111 0.97167 0.46332 1.19999 1.47208 30761
LH_762 0.20774 0.75523 0.29705 0.39888 0.65950 0.83137 30762
LH_763 0.16197 0.96382 0.84094 0.37104 1.38234 1.92750 30763
LH_764 0.37189 0.74878 2.06305 0.46613 1.63123 0.52834 30764
LH_765 0.31591 0.65986 2.04589 1.35912 1.52300 1.38396 30765
LH_766 0.40520 0.76894 3.42911 3.38447 0.59833 0.89139 30766
LH_767 0.31362 0.96044 0.89336 0.97798 1.04671 0.57119 30767
LH_768 0.47731 0.93594 1.46341 0.50224 1.97346 1.19329 30768
LH_769 0.23752 0.99240 0.57596 1.67479 1.89607 0.97176 30769
LH_770 0.17087 0.74896 0.38948 0.43597 1.20120 1.53566 30770
LH_771 0.15417 0.65465 0.40085 1.84489 0.65081 0.52268 30771
LH_772 0.25519 0.71366 1.20086 0.62447 1.49857 0.51013 30772
LH_773 0.39425 0.92859 1.13977 3.06965 1.96612 1.63342 30773
LH_774 0.30778 0.85492 0.90347 0.39327 1.61193 1.74466 30774
LH_775 0.45951 0.68508 1.54350 1.89503 1.54883 1.61710 30775
LH_776 0.42781 0.68167 0.38033 0.32864 1.52160 1.91902 30776
LH_777 0.46269 0.67722 2.07237 2.51743 0.66260 0.98927 30777
LH_778 0.18830 0.83487 2.11423 0.66162 1.46452 0.55197 30778
LH_779 0.26310 0.64676 0.48794 0.28830 0.64911 0.88772 30779
LH_780 0.42463 0.65285 0.35531 0.58550 0.92926 1.31392 30780
LH_781 0.45115 0.73344 0.37330 3.91197 0.58303 1.17592 30781
LH_782 0.40138 0.69974 0.33659 0.38406 0.99459 0.97564 30782
LH_783 0.10510 0.88051 1.36834 3.85648 0.62778 0.69505 30783
LH_784 0.43596 0.69378 2.63101 1.24269 1.35252 1.05648 30784
LH_785 0.29306 0.76572 1.17196 0.52270 0.82771 0.68493 30785
LH_786 0.23234 0.78594 1.02764 0.76340 1.63666 1.79682 30786
LH_787 0.46303 0.66160 0.52212 1.39469 1.03907 1.01828 30787
LH_788 0.12101 0.68287 1.42920 1.16768 1.27481 1.99424 30788
LH_789 0.25851 0.84495 0.33368 3.71633 0.53641 0.88621 30789
LH_790 0.25678 0.85921 0.45601 1.15596 1.22521 0.66745 30790
LH_791 0.40269 0.94834 0.47892 0.28389 0.81564 0.64237 30791
LH_792 0.47961 0.97545 0.36426 0.64635 0.56424 0.89633 30792
LH_793 0.11386 0.73266 0.54282 0.63722 1.07176 0.71106 30793
LH_794 0.47443 0.77940 0.85844 1.42861 0.61896 1.81216 30794
LH_795 0.10698 0.90868 0.25842 0.80433 1.65325 1.21841 30795
LH_796 0.36163 0.60353 0.29083 0.53420 0.70294 0.84880 30796
LH_797 0.11207 0.78993 0.36223 1.55874 1.37179 1.26892 30797
LH_798 0.11163 0.62076 0.64960 0.36176 1.23173 1.09800 30798
LH_799 0.34704 0.87065 1.86985 0.33050 1.24940 0.62504 30799
LH_800 0.34954 0.92006 2.66060 1.52435 0.69876 0.51571 30800
LH_801 0.29532 0.89755 1.46023 0.48943 0.52911 0.91824 30801
LH_802 0.48403 0.80887 0.52443 0.92482 1.77786 1.26655 30802
LH_803 0.15926 0.67719 1.11258 2.25514 0.55729 0.61649 30803
LH_804 0.35204 0.83869 1.26983 1.69261 1.80475 1.95879 30804
LH_805 0.48822 0.64998 1.24705 0.77176 0.54043 0.61043 30805
LH_806 0.37426 0.87351 0.27401 0.69608 0.79650 0.66911 30806
LH_807 0.23431 0.76095 0.53741 1.36440 0.75622 1.80466 30807
LH_808 0.12902 0.86990 0.32904 2.88678 0.86580 0.64429 30808
LH_809 0.35449 0.89697 0.42469 2.65104 1.14330 1.11398 30809
LH_810 0.31117 0.83652 0.39161 0.97919 0.60981 1.54180 30810
LH_811 0.19606 0.86897 0.58553 0.55067 0.53713 0.59047 30811
LH_812 0.36102 0.60421 0.64749 0.58777 1.25415 1.89508 30812
LH_813 0.18369 0.61245 0.94169 1.21772 0.54581 0.99934 30813
LH_814 0.39321 0.63166 0.41897 0.51681 1.17169 0.65538 30814
LH_815 0.32037 0.84855 2.20231 1.57784 0.59399 1.98448 30815
LH_816 0.21332 0.79960 0.49086 2.70277 1.85025 1.08314 30816
LH_817 0.48628 0.84009 1.37341 0.44181 0.60898 1.34748 30817
LH_818 0.41869 0.81577 0.44527 0.49691 0.50700 1.28896 30818
LH_819 0.25681 0.86589 0.56379 0.56670 0.57014 1.67474 30819
LH_820 0.47273 0.99386 0.31254 1.06812 0.91066 0.95247 30820
LH_821 0.47090 0.87978 0.95557 0.38561 0.53159 1.54557 30821
LH_822 0.48995 0.74285 3.60245 0.30829 0.78599 1.33370 30822
LH_823 0.30318 0.92743 2.46288 1.07519 1.21009 1.90890 30823
LH_824 0.42545 0.83589 0.35026 0.32248 1.04738 0.84315 30824
LH_825 0.10036 0.82650 0.64122 3.09844 0.63908 0.57762 30825
LH_826 0.15674 0.75482 0.87337 2.43143 1.39776 1.33700 30826
LH_827 0.41084 0.73407 2.91433 1.28471 0.71887 0.73962 30827
LH_828 0.38721 0.96087 0.72402 0.55096 1.40696 0.82474 30828
LH_829 0.34995 0.99130 0.99930 0.64923 0.68625 1.83074 30829
LH_830 0.40696 0.68790 1.06882 0.55492 1.36183 1.29441 30830
LH_831 0.41026 0.80434 0.53169 1.46704 0.56746 1.58413 30831
LH_832 0.27817 0.97284 1.76228 0.33772 1.90731 0.50758 30832
LH_833 0.11755 0.79501 0.75654 0.86726 1.31632 0.64861 30833
LH_834 0.17126 0.62979 1.05821 0.63336 1.53181 1.20446 30834
LH_835 0.44763 0.61870 0.28211 0.73792 1.56862 0.94323 30835
LH_836 0.16817 0.98732 2.78259 2.97109 1.68185 0.57984 30836
LH_837 0.44824 0.92468 2.36043 3.22609 1.40027 0.73267 30837
LH_838 0.42628 0.92981 1.00325 3.19481 0.80051 1.62779 30838
LH_839 0.32644 0.89679 0.29178 2.47595 0.82359 0.69164 30839
LH_840 0.37485 0.69055 0.67137 3.07447 0.98353 0.61932 30840
LH_841 0.27685 0.82744 1.04243 0.33727 1.87866 0.51174 30841
LH_842 0.47846 0.84737 0.37078 0.45399 0.89607 0.52115 30842
LH_843 0.17977 0.95662 1.55784 1.86510 0.51302 1.49755 30843
LH_844 0.10293 0.77012 0.65626 3.39357 0.94589 1.00725 30844
LH_845 0.35787 0.62337 0.51088 0.39103 0.57552 0.90510 30845
LH_846 0.15525 0.88975 2.24541 0.79661 1.13519 1.96042 30846
LH_847 0.14548 0.76786 0.50222 0.26402 1.84571 0.57207 30847
LH_848 0.29174 0.76237 3.08960 1.86974 0.85134 0.91625 30848
LH_849 0.35050 0.71813 1.25876 1.50877 1.12406 0.57854 30849
LH_850 0.14308 0.96456 0.59796 2.03656 0.99139 1.11136 30850
LH_851 0.43108 0.64303 1.92939 1.72055 0.93964 1.01436 30851
LH_852 0.33650 0.93852 2.89905 0.40411 0.61449 1.19794 30852
LH_853 0.12370 0.81355 0.42934 1.22207 1.13821 0.80284 30853
LH_854 0.13707 0.66618 0.68826 0.87079 0.57896 1.52065 30854
LH_855 0.38927 0.63210 1.41145 0.45584 1.18041 0.74174 30855
LH_856 0.28922 0.62686 0.28931 2.25079 1.38763 0.97802 30856
LH_857 0.41936 0.97341 3.28668 0.52834 1.69356 1.06500 30857
LH_858 0.11316 0.80586 1.72396 3.53330 1.18658 1.50180 30858
LH_859 0.40406 0.68457 0.28560 1.15858 0.52004 1.09323 30859
LH_860 0.34863 0.88615 1.14625 1.11547 0.71401 1.74724 30860
LH_861 0.12597 0.61036 0.40652 2.12990 0.54789 0.92741 30861
LH_862 0.13254 0.65831 0.74200 2.44047 0.85774 1.60914 30862
LH_863 0.16751 0.79080 0.45806 1.42562 1.20547 1.74111 30863
LH_864 0.11002 0.61360 0.62942 1.06251 1.45736 1.78616 30864
LH_865 0.39863 0.94083 0.77387 1.49846 1.38987 0.57679 30865
LH_866 0.49022 0.69518 0.59096 0.78501 0.97218 0.99252 30866
LH_867 0.21470 0.97974 1.06489 0.51890 0.98099 1.22052 30867
LH_868 0.15195 0.65265 2.38033 0.82523 0.70913 0.89377 30868
LH_869 0.21265 0.75573 0.29307 0.93734 1.11991 0.53046 30869
LH_870 0.19056 0.91841 0.84609 2.67215 0.61782 0.76203 30870
LH_871 0.40599 0.74041 0.48352 1.62283 0.77664 1.64922 30871
LH_872 0.46671 0.87268 2.73782 3.61445 0.64106 1.07931 30872
LH_873 0.35166 0.61673 2.74518 1.29627 0.51893 1.95257 30873
LH_874 0.21683 0.69138 2.86266 0.53056 0.90560 0.87957 30874
LH_875 0.19286 0.73670 1.90218 1.00040 1.52964 0.50952 30875
LH_876 0.32084 0.70892 0.78110 0.29367 0.84982 0.71022 30876
LH_877 0.26689 0.65890 0.78693 0.94764 1.22612 1.48713 30877
LH_878 0.11770 0.85029 1.06103 1.18792 1.43701 1.17764 30878
LH_879 0.13228 0.89255 3.79517 3.31795 1.00835 0.63995 30879
LH_880 0.15459 0.68563 1.62927 2.57633 1.72900 1.58829 30880
LH_881 0.48781 0.93393 0.55623 3.17301 1.02289 0.92845 30881
LH_882 0.34567 0.66909 1.96422 2.14905 1.32933 0.79422 30882
LH_883 0.30875 0.81249 0.61214 0.71070 0.87100 1.02386 30883
LH_884 0.44222 0.95260 0.58915 0.46914 1.66856 0.59544 30884
LH_885 0.44439 0.91204 3.54747 2.62158 0.95174 1.53203 30885
LH_886 0.14085 0.88830 1.12713 1.82073 1.81229 0.88046 30886
LH_887 0.22766 0.63675 3.95929 2.00061 1.32751 1.39335 30887
LH_888 0.10474 0.62286 2.51878 0.65380 0.55466 1.41951 30888
LH_889 0.42329 0.63407 2.36789 0.31001 0.59671 0.68731 30889
LH_890 0.10596 0.86845 0.96439 3.30243 1.59652 0.50212 30890
LH_891 0.12604 0.72820 0.63190 0.34147 1.26080 0.52442 30891
LH_892 0.21008 0.85468 0.66489 0.99034 1.05663 1.74903 30892
LH_893 0.46708 0.77690 0.53454 1.65025 1.12898 0.58762 30893
LH_894 0.12517 0.98206 0.40459 0.29351 1.55871 1.09217 30894
LH_895 0.24935 0.89518 0.48761 0.89902 1.02690 1.86132 30895
LH_896 0.26806 0.90823 0.69711 0.97352 0.61535 1.66209 30896
LH_897 0.48390 0.81420 2.59455 1.81497 1.46245 0.94185 30897
LH_898 0.20625 0.84525 0.90707 0.39749 1.12640 0.74342 30898
LH_899 0.21368 0.98930 2.56904 0.36090 0.62167 1.48131 30899
LH_900 0.14629 0.78495 0.60648 1.40417 1.13020 0.70838 30900
LH_901 0.19326 0.76479 0.98833 0.42141 0.50063 0.54250 30901
LH_902 0.37799 0.72654 3.47600 0.53562 0.63504 1.54056 30902
LH_903 0.14663 0.71291 0.92643 0.69991 1.08270 1.17895 30903
LH_904 0.45386 0.98350 1.53080 0.85678 0.62507 0.72829 30904
LH_905 0.35678 0.78316 1.08411 0.74414 1.72501 1.35851 30905
LH_906 0.11664 0.69100 0.91185 1.28797 0.73763 1.19944 30906
LH_907 0.47834 0.77766 0.82260 2.21414 1.66064 0.60341 30907
LH_908 0.27247 0.77859 2.45693 1.35555 0.74575 0.52124 30908
LH_909 0.29688 0.78633 2.25599 1.51636 0.82923 1.82798 30909
LH_910 0.17785 0.91354 0.63827 1.12543 1.26563 1.02654 30910
LH_911 0.30895 0.78417 3.33893 2.68254 1.82600 0.89408 30911
LH_912 0.20417 0.60836 0.87824 0.76610 0.66798 1.07786 30912
LH_913 0.40524 0.90548 0.92315 3.62339 0.75444 1.04756 30913
LH_914 0.35526 0.89588 1.06700 1.36158 0.97921 1.09713 30914
LH_915 0.25755 0.88888 0.51638 0.89605 0.85893 0.93955 30915
LH_916 0.17821 0.66371 2.01231 0.56007 1.06120 0.52860 30916
LH_917 0.32134 0.72687 0.55032 1.70532 1.04882 1.06724 30917
LH_918 0.47025 0.88922 1.75116 1.45836 0.53889 0.50054 30918
LH_919 0.31485 0.72356 0.61610 3.59908 1.26960 1.41395 30919
LH_920 0.33202 0.91381 1.59572 0.70382 0.53442 1.06818 30920
LH_921 0.46394 0.62814 3.55430 2.79032 1.61440 1.00903 30921
LH_922 0.44630 0.85205 3.38859 1.59758 0.77964 0.97067 30922
LH_923 0.13773 0.64841 1.21793 0.44372 0.51922 0.72588 30923
LH_924 0.39628 0.70458 3.59608 2.53379 1.83573 1.43734 30924
LH_925 0.13926 0.93224 0.70940 0.67913 0.89332 0.55634 30925
LH_926 0.29666 0.89308 2.62372 0.36434 1.43369 0.58209 30926
LH_927 0.47915 0.90691 0.74571 1.63470 1.59922 1.18419 30927
LH_928 0.35630 0.85680 2.34639 0.32356 1.34709 1.63551 30928
LH_929 0.29885 0.92904 1.77136 0.99707 0.61904 0.99090 30929
LH_930 0.18963 0.64091 0.39889 0.63108 1.91795 0.95451 30930
LH_931 0.49907 0.85137 0.66817 1.97954 0.70529 0.52936 30931
LH_932 0.48306 0.72998 3.97494 0.27613 1.01421 0.80444 30932
LH_933 0.35481 0.77283 1.28646 0.81461 1.33915 1.93832 30933
LH_934 0.12846 0.77755 0.42726 1.11812 0.52268 1.01673 30934
LH_935 0.31792 0.84329 0.35130 3.99016 1.26346 0.71727 30935
LH_936 0.20365 0.65565 1.11084 1.25241 0.67639 1.11449 30936
LH_937 0.17316 0.60623 3.25747 2.35919 0.58716 0.68822 30937
LH_938 0.33549 0.77275 0.92865 2.80232 0.93178 1.12480 30938
LH_939 0.30425 0.90577 0.83480 1.83807 1.27897 0.61361 30939
LH_940 0.30357 0.83316 0.26293 0.43201 1.62189 0.53512 30940
LH_941 0.15681 0.85078 1.73553 0.28159 0.71091 0.65914 30941
LH_942 0.19501 0.80820 0.63684 3.25797 0.89252 1.59112 30942
LH_943 0.22126 0.99797 0.94906 1.33862 1.02165 1.47258 30943
LH_944 0.40286 0.84464 0.57854 0.38762 0.66818 0.65690 30944
LH_945 0.25334 0.93514 2.15324 2.60608 1.90399 0.84667 30945
LH_946 0.26725 0.83631 0.28379 1.14883 0.90951 1.77304 30946
LH_947 0.41620 0.68145 1.23473 0.38514 1.09938 1.15415 30947
LH_948 0.34181 0.98400 0.27481 1.75456 1.32334 0.75793 30948
LH_949 0.28419 0.82636 0.31808 0.42432 0.63895 1.94992 30949
LH_950 0.31903 0.60958 3.02819 3.28722 1.09328 0.85271 30950
LH_951 0.48684 0.75639 2.40527 0.47478 1.32143 0.91475 30951
LH_952 0.14193 0.75878 0.37492 3.37504 0.52664 0.64088 30952
LH_953 0.18553 0.72266 1.69857 0.44081 0.87813 1.60513 30953
LH_954 0.30449 0.84770 1.92881 1.64279 1.78705 0.98118 30954
LH_955 0.46037 0.89773 0.42383 3.44860 0.68888 0.73067 30955
LH_956 0.28099 0.61532 1.43996 1.39579 0.73616 0.60158 30956
LH_957 0.28675 0.86076 1.98344 2.19947 0.84853 0.95702 30957
LH_958 0.18875 0.91704 0.43338 0.50433 1.10765 0.62049 30958
LH_959 0.33062 0.99825 0.86988 0.35799 0.62408 0.67824 30959
LH_960 0.22344 0.80364 0.33765 0.28517 0.59560 0.73312 30960
LH_961 0.10323 0.74324 1.68166 0.68619 1.59049 0.58011 30961
LH_962 0.12985 0.78884 1.10389 2.14270 0.69363 1.35647 30962
LH_963 0.22203 0.71627 0.50589 0.52916 0.82574 1.34550 30963
LH_964 0.40780 0.87499 0.55238 3.43365 0.68378 0.79819 30964
LH_965 0.22172 0.87217 0.34387 0.42584 0.65840 0.84062 30965
LH_966 0.46556 0.83020 1.71101 1.43259 1.92235 0.80814 30966
LH_967 0.11581 0.72798 0.27611 2.33222 0.64574 1.44707 30967
LH_968 0.15284 0.84391 0.29538 2.20493 0.86965 0.57563 30968
LH_969 0.18165 0.63065 1.02440 0.77827 1.58266 0.71922 30969
LH_970 0.48745 0.94263 1.42443 0.27781 0.53577 1.81644 30970
LH_971 0.36328 0.74689 0.57320 0.73390 0.56885 0.75393 30971
LH_972 0.27872 0.81202 0.29787 3.51586 1.51400 0.88293 30972
LH_973 0.33104 0.86165 0.78870 3.76418 0.92732 1.03933 30973
LH_974 0.32933 0.88267 0.80421 1.41475 0.83398 1.88411 30974
LH_975 0.25216 0.71417 0.83217 0.32324 0.96148 0.79662 30975
LH_976 0.48584 0.78245 0.36317 0.59774 0.60664 0.56513 30976
LH_977 0.20673 0.94997 1.40104 0.88745 0.63612 0.88887 30977
LH_978 0.27917 0.84710 0.33013 1.02090 0.63130 0.62318 30978
LH_979 0.30553 0.62231 3.46965 3.39835 1.32049 0.71485 30979
LH_980 0.25111 0.98522 2.02284 0.30207 0.98330 0.59694 30980
LH_981 0.29212 0.66799 0.38523 1.53132 0.92176 1.14913 30981
LH_982 0.21138 0.71145 0.50399 0.89394 0.72884 0.82313 30982
LH_983 0.43842 0.77588 0.25072 0.53649 1.88678 1.33048 30983
LH_984 0.41968 0.78683 0.74933 3.81430 1.49023 1.66592 30984
LH_985 0.28031 0.65702 2.97355 3.78693 1.48350 0.93536 30985
LH_986 0.37954 0.94754 1.09371 0.54001 0.55651 0.77746 30986
LH_987 0.37882 0.93074 1.35355 1.47616 1.95383 1.26348 30987
LH_988 0.48055 0.69297 3.17945 2.09244 1.19078 1.49575 30988
LH_989 0.20493 0.64697 3.49811 0.62328 0.84569 1.42320 30989
LH_990 0.35751 0.78647 0.81167 0.32954 0.50840 1.69324 30990
LH_991 0.40883 0.76685 0.43491 1.67668 0.94214 0.69025 30991
LH_992 0.37152 0.68867 0.96841 0.43496 0.73974 0.76655 30992
LH_993 0.19246 0.68366 1.16922 3.81916 1.21422 1.35197 30993
LH_994 0.39107 0.82433 0.49022 1.72713 0.52085 1.01696 30994
LH_995 0.35894 0.93939 0.42164 0.48198 1.59244 0.58680 30995
LH_996 0.47150 0.81807 0.34632 0.63507 0.83720 1.02191 30996
LH_997 0.30210 0.74585 1.41974 1.15210 0.79896 0.68292 30997
LH_998 0.12460 0.68601 1.28257 0.25891 0.81679 0.62987 30998
LH_999 0.12753 0.73625 0.29670 1.69501 0.74381 1.91791 30999
